QuesId,SectionId,ContextId,Question,Answer,Reference
625,Book01_116,463,Question: How many sons were intended for Gandhari according to the division of the ball of flesh?,Answer: A total of a hundred sons were intended for Gandhari through the division of the ball of flesh.,"Reference: ""Counting a full hundred of the parts, he said unto the daughter of Suvala, 'Here are thy hundred sons.'"""
626,Book01_116,463,Question: What was done with the part of the ball of flesh that was intended for a daughter?,Answer: The part intended for a daughter was put into another pot filled with clarified butter.,"Reference: ""Then that great ascetic brought another pot full of clarified butter, and put the part intended for a daughter into it."""
627,Book01_116,463,Question: What was the outcome of Gandhari's wish for a daughter?,"Answer: Gandhari's wish was fulfilled, and she was blessed with a daughter's son in addition to her hundred sons.","Reference: ""Here, however, is one part in excess of the hundred, intended for giving thee a daughter's son... This part shall develop into an amiable and fortunate daughter, as thou hast desired."""
628,Book01_117,466,Question: What is the name of Dhritarashtra's firstborn son?,Answer: Dhritarashtra's firstborn son is named Duryodhana.,"Reference: ""Their names, O king, according to the order of birth, are Duryodhana..."""
629,Book01_117,466,Question: Who is the last son mentioned in the list of Dhritarashtra's sons?,Answer: The last son mentioned is Vikatanana.,"Reference: ""Vivitsu, Vikatanana; Urnanabha and Sunabha..."""
630,Book01_117,466,Question: Which son of Dhritarashtra is known for his friendship with Duryodhana?,Answer: Karna is known for his friendship with Duryodhana.,"Reference: ""...Dushkarna, and Karna..."""
631,Book01_117,466,Question: Who was the daughter of Dhritarashtra?,Answer: The daughter of Dhritarashtra was named Duhsala.,"Reference: ""Besides these hundred sons, there was a daughter named Duhsala."""
632,Book01_117,466,Question: To whom was Dhritarashtra's daughter Duhsala married?,"Answer: Duhsala was married to Jayadratha, the king of Sindhu.","Reference: ""And king Dhritarashtra, O monarch, also bestowed Duhsala, in proper time and with proper rites, upon Jayadratha (the king of Sindhu)."""
633,Book01_118,469,Question: Why did the deer criticize the king for killing it?,"Answer: The deer criticized the king for killing it while it was engaged in sexual intercourse, considering it a cruel and immoral act.","Reference: ""O, king, I did not blame thee for thy having killed a deer, or for the injury thou hast done to me. But, instead of acting so cruelly, thou shouldst have waited till the completion of my act of intercourse."""
634,Book01_118,469,Question: How did the deer describe the act of sexual intercourse?,Answer: The deer described the act of sexual intercourse as a time that is agreeable to every creature and productive of good to all.,"Reference: ""The time of sexual intercourse is agreeable to every creature and productive of good to all."""
635,Book01_118,469,Question: Why did the deer curse the king?,Answer: The deer cursed the king for his cruel act of killing without any offense and declared that death would overtake him as soon as he felt sexual desire.,"Reference: ""I am, O king, a Muni who liveth on fruits and roots, though disguised as a deer... As thou hast been cruel unto a couple of opposite sexes, death shall certainly overtake thee as soon as thou feelest the influence of sexual desire."""
636,Book01_118,469,Question: What was the true identity of the deer?,"Answer: The deer revealed itself to be the Muni Kindama, who had assumed the form of a deer to engage in sexual intercourse in the woods due to feelings of modesty.","Reference: ""I am a Muni of the name of Kindama, possessed of ascetic merit. I was engaged in sexual intercourse with this deer... Thou hast slain me without knowing that I am a Brahmana."""
637,Book01_118,469,Question: What fate did the deer predict for the king and his wife?,"Answer: The deer predicted that when the king would approach his wife with lust and unite with her, he would face a similar fate and go to the world of the spirits. His wife would also follow him to the domain of the king of the dead.","Reference: ""When, approaching thy wife lustfully, thou wilt unite with her even as I had done with mine, in that very state shalt thou have to go to the world of the spirits. And that wife of thine with whom thou mayst be united in intercourse at the time of thy death shall also follow thee with affection and reverence to the domains of the king of the dead."""
638,Book01_118,469,Question: What did the deer say about the king's action being unworthy of his noble lineage?,"Answer: The deer stated that the king's act of killing the deer while engaged in sexual intercourse was extremely cruel, deserving of universal execration, infamous, and sinful, and not befitting his virtuous lineage.","Reference: ""O king of the Kurus, as thou art born in the race of the Pauravas ever noted for white (virtuous) deeds, such an act hath scarcely been worthy of thee."""
639,Book01_119,472,Question: Why was king Pandu deeply afflicted and wept bitterly?,Answer: King Pandu was deeply afflicted and wept bitterly because he realized the consequences of his actions driven by his own passions and felt remorseful for his wickedness.,"Reference: ""After the death of that deer, king Pandu with his wives was deeply afflicted and wept bitterly."""
640,Book01_119,472,Question: What decision did king Pandu make regarding his way of life?,"Answer: King Pandu decided to adopt the Brahmacharya mode of life, renounce worldly concerns, and lead a life of severe ascetic penances to control his passions and seek salvation.","Reference: ""I shall now adopt the Brahmacharya mode of life and follow in the imperishable wake of my father... I shall certainly bring my passions under complete control by severe ascetic penances."""
641,Book01_119,472,Question: How did king Pandu plan to sustain himself during his new way of life?,"Answer: King Pandu planned to wander the earth, shave his head, and beg for his subsistence from each of the trees standing there.","Reference: ""Alone shall I wander over the earth, begging for my subsistence from each of these trees standing here."""
642,Book01_119,472,Question: What attitude did king Pandu intend to maintain towards all creatures?,"Answer: King Pandu intended to preserve an equality of behavior towards all creatures, treating them as his own children, and not causing harm to any living beings.","Reference: ""I shall not harm any of the four orders of life gifted with the power of locomotion or otherwise... I shall preserve an equality of behavior towards all, as if they were my own children."""
643,Book01_119,472,"Question: How many families did king Pandu plan to beg from each day, and what would he do if he failed to obtain alms?","Answer: King Pandu planned to beg from five or ten families at the most each day, and if he failed to obtain alms, he would go without food.","Reference: ""Once a day shall I beg of five or ten families at the most, and if I do not succeed in obtaining alms, I shall then go without food."""
644,Book01_119,472,Question: What did king Pandu say about desiring offspring?,"Answer: King Pandu, being unable to procreate, stated that he would not solicit others for children out of desire for offspring, as such an act would be driven by covetousness.","Reference: ""Whether respected or disrespected in the world, that man who from covetousness casteth on others a begging look, certainly behaveth like a dog... I should not certainly, from desire of offspring, solicit others to give me children."""
645,Book01_120,480,Question: Why did Pandu ask Kunti to raise offspring?,"Answer: Pandu asked Kunti to raise offspring because he was sonless and believed that having a son would bring virtuous fame and religious merit, which he felt was essential for true felicity and spiritual fulfillment.","Reference: ""Strive thou to raise offspring at this time of distress... I am certain that as I am sonless, I shall not obtain regions of true felicity... knowing all this, I am certain that as I am sonless, I shall not obtain regions of true felicity."""
646,Book01_120,480,Question: What are the six kinds of sons mentioned in the religious institutes?,"Answer: The six kinds of sons mentioned are: 1) The son begotten by one's own self upon his wedded wife, 2) The son begotten upon one's wife by an accomplished person from motives of kindness, 3) The son begotten upon one's wife by a person for pecuniary consideration, 4) The son begotten upon the wife after the husband's death, 5) The maiden-born son, and 6) The son born of an unchaste wife.","Reference: ""The religious institutes mention six kinds of sons that are heirs and kinsmen... They are: 1st, the son begotten by one's own self upon his wedded wife; 2nd, the son begotten upon one's wife by an accomplished person from motives of kindness; 3rd, the son begotten upon one's wife by a person for pecuniary consideration; 4th, the son begotten upon the wife after the husband's death; 5th, the maiden-born son; 6th, the son born of an unchaste wife."""
647,Book01_120,480,Question: In what circumstances should a mother desire offspring of the next class?,"Answer: In times of distress, when offspring of a prior class are not available, a mother should desire offspring of the next class according to the hierarchy mentioned.","Reference: ""On failure of offspring of a prior class, the mother should desire to have offspring of the next class."""
648,Book01_120,480,Question: What is the example given to Kunti about raising offspring through another person?,"Answer: The example given to Kunti is the story of the daughter of Saradandayana, who waited at a spot where four roads met and solicited a Brahmana of ascetic merit to raise offspring. She bore three mighty car-warrior sons through that Brahmana.","Reference: ""O Kunti, listen to the history of the daughter of Saradandayana who was appointed by her lord to raise offspring... she brought forth three sons that were mighty car-warriors and of whom Durjaya was the eldest, begotten upon her by that Brahmana."""
649,Book01_120,480,Question: Who does Pandu instruct Kunti to seek as a suitable person to raise offspring?,Answer: Pandu instructs Kunti to seek a Brahmana of high ascetic merit as a suitable person to raise offspring.,"Reference: ""O thou of good fortune, do thou follow that warrior-dame's example at my command, and speedily raise offspring out of the seed of some Brahmana of high ascetic merit."""
650,Book01_120,480,Question: Why did Pandu believe that sons confer the highest religious merit?,"Answer: Pandu believed that sons confer the highest religious merit based on the teachings of Manu and the understanding that sons are associated with performing sacrifices, charitable gifts, ascetic penances, and observing vows, which are considered sources of religious merit.","Reference: ""The wise expounders of the eternal religion declare that a son, O Kunti, is the cause of virtuous fame in the three worlds... sons confer the highest religious merit."""
651,Book01_120,480,Question: What were the names of the sons born to the daughter of Saradandayana?,"Answer: The sons born to the daughter of Saradandayana were three mighty car-warriors, and Durjaya was the eldest among them.","Reference: ""After pouring libations of clarified butter on the fire... she brought forth three sons that were mighty car-warriors and of whom Durjaya was the eldest, begotten upon her by that Brahmana."""
652,Book01_120,480,Question: How did Pandu feel about his past actions and their consequences?,"Answer: Pandu felt remorseful and considered himself wretched for his past actions, which led to the loss of his procreative powers and the curse of the deer. He believed that his previous life of cruelty and lust had brought upon him his current state of distress.","Reference: ""Wretch that I was and addicted to cruel deeds, as a consequence of the polluted life I led, my power of procreation hath been destroyed by the curse of the deer... the very gods have forsaken me!"""
653,Book01_121,482,Question: Who was the virtuous king in the race of Puru mentioned in the story?,Answer: The virtuous king in the race of Puru mentioned in the story was Vyushitaswa.,"Reference: ""There was, in ancient times, a king in the race of Puru, known by the name of Vyushitaswa. He was devoted to truth and virtue."""
654,Book01_121,482,Question: What did Vyushitaswa do after conquering the whole Earth?,"Answer: After conquering the whole Earth, Vyushitaswa protected every class of his subjects and performed many great sacrifices. He also gave away much wealth to the Brahmanas and made arrangements for performing even greater sacrifices.","Reference: ""Having conquered the whole Earth up to the coast of the sea, Vyushitaswa protected every class of his subjects... Performing many great sacrifices he gave away much wealth to the Brahmanas. After collecting unlimited jewels and precious stones he made arrangements for performing still greater ones."""
655,Book01_121,482,Question: What happened to Vyushitaswa due to sexual excess?,"Answer: Vyushitaswa suffered from an attack of phthisis, a type of wasting disease, due to sexual excess and died within a few days.","Reference: ""Sexual excess, however, brought on an attack of phthisis and the king died within a few days, sinking like the Sun in his glory."""
656,Book01_121,482,"Question: How did Bhadra, the wife of Vyushitaswa, react to his death?","Answer: Bhadra, the wife of Vyushitaswa, was plunged into woe and wept in great affliction. She expressed her desire to follow her husband and expressed her inability to bear life without him.","Reference: ""Then Bhadra, his beautiful queen, was plunged into woe, and as she was sonless, O tiger among men, she wept in great affliction... 'O virtuous one', she said, 'Women serve no purpose when their husbands are dead. She who liveth after her husband is dead, draggeth on a miserable existence that can hardly be called life.'"""
657,Book01_121,482,Question: What did Bhadra wish to do after Vyushitaswa's death?,Answer: Bhadra wished to follow her husband and asked him to take her with him. She expressed her willingness to obey him and follow him wherever he went.,"Reference: ""'O bull of the Kshatriya order, death is a blessing to women without husbands. I wish to follow the way thou hast gone. Be kind and take me with thee... O tiger among men, I shall follow thee over the even and uneven ground. Thou hast gone away, O lord, never to return.'"""
658,Book01_121,482,Question: Why did Bhadra believe she was suffering the separation from her husband?,"Answer: Bhadra believed that she must have separated some loving couple in a former life, and as a consequence, she was suffering the pangs of separation from her husband in this life.","Reference: ""A wretch that I am, some loving couple had doubtless been separated by me in a former life, for which, in this life, I am made to suffer the pangs of separation from thee... Some loving couple had doubtless been separated by me in a former life, for which sinful act I am suffering this torture arising from my separation from thee."""
659,Book01_121,482,Question: What did Bhadra vow to do after Vyushitaswa's death?,"Answer: After Vyushitaswa's death, Bhadra vowed to lay herself down on a bed of Kusa grass, abstain from every luxury, and hope to behold her husband once more.","Reference: ""O king, from this day I will lay myself down on a bed of Kusa grass and abstain from every luxury, hoping to behold thee once more. O tiger among men, show thyself to me."""
660,Book01_122,486,Question: Who established the existing usage of raising offspring in defiance of antiquity?,"Answer: The existing usage of raising offspring in defiance of antiquity was established by Swetaketu, the son of Uddalaka.","Reference: ""Thus, O timid one, was the existing usage established of old by Swetaketu, the son of Uddalaka, in defiance of antiquity."""
661,Book01_122,486,Question: Who did Madayanti approach to raise offspring as commanded by her husband?,"Answer: Madayanti, the wife of Saudasa, approached Rishi Vasishtha to raise offspring as commanded by her husband.","Reference: ""O thou of taper thighs, it hath also been heard by us that Madayanti, the wife of Saudasa, commanded by her husband to raise offspring went unto Rishi Vasishtha."""
662,Book01_122,486,Question: What was the name of the son obtained by Madayanti from Rishi Vasishtha?,Answer: The son obtained by Madayanti from Rishi Vasishtha was named Asmaka.,"Reference: ""And on going in unto him, the handsome Madayanti obtained a son named Asmaka."""
663,Book01_122,486,Question: How were the Kuru race perpetuated?,Answer: The Kuru race was perpetuated through the begetting of offspring by Krishna-Dwaipayana (Vyasa).,"Reference: ""O thou of lotus-eyes, thou knowest, O timid girl, how we ourselves, for the perpetuation of the Kuru race, were begotten by Krishna-Dwaipayana."""
664,Book01_122,486,Question: What have those acquainted with the rules of morality declared regarding a wife's duty during her monthly season?,"Answer: Those acquainted with the rules of morality have declared that a wife, when her monthly season comes, must seek her husband, although at other times she deserves liberty.","Reference: ""O faultless one, beholding all these precedents it behoveth thee to do my bidding, which is not inconsistent with virtue, O princess, who is devoted to her husband, it hath also been said by those acquainted with the rules of morality that a wife, when her monthly season cometh, must ever seek her husband."""
665,Book01_122,486,Question: What does the husband request the wife to do regarding raising offspring?,Answer: The husband requests the wife to raise offspring through a Brahmana possessing high ascetic merit.,"Reference: ""O amiable one, joining my palms furnished with rosy fingers, and making of them a cup as of lotus leaves, I place them on my head to propitiate thee. O thou of lair looks, it behoveth thee to raise offspring, at my command, through some Brahmana possessed of high ascetic merit."""
666,Book01_122,486,Question: What does the husband express about his desire to have offspring?,"Answer: The husband, being deprived of the power of procreation, expresses his strong desire to have offspring and requests the wife to obey him.","Reference: ""O thou of fair hips, I may go the way that is reserved for those that are blessed with children... O thou of fair hips, I may go the way that is reserved for those that are blessed with children.'"""
667,Book01_123,490,Question: What did Pandu command Kunti to do?,Answer: Pandu commanded Kunti to ask for an offspring of superior strength.,"Reference: ""Therefore, ask thou for an offspring of superior strength."""
668,Book01_123,490,Question: Whom did Kunti invoke to fulfill Pandu's command?,"Answer: Kunti invoked Vayu, the god of wind.","Reference: ""Kunti then invoked Vayu."""
669,Book01_123,490,Question: What did Kunti ask Vayu for?,"Answer: Kunti asked Vayu to give her a child endowed with great strength and largeness of limbs, capable of humbling the pride of everyone.","Reference: ""Give me, O best of celestials, a child endued with great strength and largeness of limbs and capable of humbling the pride of everybody."""
670,Book01_123,490,Question: Who was begotten upon Kunti by the god of wind?,"Answer: The child begotten upon Kunti by the god of wind was Bhima, known for his mighty arms and fierce prowess.","Reference: ""The god of wind thereupon begat upon her the child afterwards known as Bhima of mighty arms and fierce prowess."""
671,Book01_123,490,Question: What happened when Bhima fell from Kunti's lap?,"Answer: When Bhima fell from Kunti's lap, the violence of the fall broke the stone upon which he fell into fragments, but his infant body remained uninjured.","Reference: ""While he fell from the lap of his mother upon the mountain breast, the violence of the fall broke into fragments the stone upon which he fell without his infant body being injured in the least."""
672,Book01_123,494,Question: Who became exceedingly glad upon hearing the extraordinary words?,Answer: The ascetics dwelling on the mountain of a hundred peaks and the celestials with Indra sitting in their cars became exceedingly glad.,"Reference: ""And hearing those words uttered so loudly, the ascetics dwelling on the mountain of a hundred peaks, and the celestials with Indra sitting in their cars, became exceedingly glad."""
673,Book01_123,494,Question: What happened in the sky when the extraordinary words were heard?,Answer: The sounds of the (invisible) drum filled the entire welkin and the whole region was covered with flowers showered down by invisible agents.,"Reference: ""The sounds of the (invisible) drum filled the entire welkin. There were shouts of joy, and the whole region was covered with flowers showered down by invisible agents."""
674,Book01_123,494,Question: Who came to offer their respectful adorations to the son of Pritha?,"Answer: The sons of Kadru (Nagas), the son of Vinata, the Gandharvas, the lords of the creation, and the seven great Rishis, among others, came to offer their respectful adorations to the son of Pritha.","Reference: ""The various tribes of celestials assembled together, began to offer their respectful adorations to the son of Pritha. The sons of Kadru (Nagas), the son of Vinata, the Gandharvas, the lords of the creation, and the seven great Rishis, viz., Bharadwaja, Kasyapa, Gautama, Viswamitra, Jamadagni, Vasishtha, and the illustrious Atri who illumined the world of old when the Sun was lost, all came there."""
675,Book01_123,494,Question: Who danced and sang among the celestial beings?,"Answer: Many illustrious Apsaras and celestial Gandharvas, such as Menaka, Rambha, Tilottama, and the tribes of Haha and Huhu, danced and sang.","Reference: ""Many illustrious Apsaras also of large eyes, decked with every ornament came there to dance and sing. And Anuchana and Anavadya, Gunamukhya and Gunavara, Adrika and Soma, Misrakesi and Alambusha, Marichi and Suchika, Vidyutparna and Tilottama and Ambika, Lakshmana, Kshema Devi, Rambha, Manorama, Asita, Suvahu, Supriya, Suvapuh, Pundarika, Sugandha, Surasa, Pramathini, Kamya and Saradwati, all danced there together."""
676,Book01_123,494,Question: Who came to glorify Pandu's son?,"Answer: The twelve Adityas, Dharti, Aryaman, Mitra, Varuna, Bhaga, Indra, and other celestial beings came to glorify Pandu's son.","Reference: ""Dharti and Aryaman and Mitra and Varuna, Bhaga and Indra, Vivaswat, Pushan, Tvastri and Parjanya or Vishnu, these twelve Adityas came there to glorify Pandu's son."""
677,Book01_123,494,Question: Which Rudras and Nagas came to the gathering?,"Answer: The eleven Rudras, including Mrigavyadha and Bhaga, and many Nagas, such as Karkotaka and Takshaka, came to the gathering.","Reference: ""Mrigavyadha, Sarpa, the celebrated Niriti, Ajaikapada, Ahivradhna, Pinakin, Dahana, Iswara, Kapalin, Sthanu and the illustrious Bhaga--these eleven Rudras,--also came there. And Karkotaka, Vasuki, Kachchhapa, Kunda and the great Naga Takshaka,--these mighty and wrathful snakes possessed of high ascetic merit also came there."""
678,Book01_123,494,Question: How did the Munis react upon seeing the celestials and other beings?,"Answer: The Munis became amazed upon seeing the celestials and other beings, and their love and affection for the children of Pandu was enhanced.","Reference: ""Those best of Munis beholding that wonderful sight, became amazed, and their love and affection for the children of Pandu was in consequence enhanced."""
679,Book01_124,497,Question: Whom did Pandu ask Kunti to think of for obtaining more offspring?,Answer: Pandu asked Kunti to think of some celestial for obtaining more offspring.,"Reference: ""'O Kunti, grant me some more offspring for the expansion of my race and for the benefit of the world... Think thou, without loss of time, of some celestial, and thou shall certainly obtain from him a child like unto him.'"""
680,Book01_124,497,Question: Whom did Madri think of for bearing children?,Answer: Madri thought of the twin Aswins for bearing children.,"Reference: ""Reflecting for a few moments, Madri thought of the twin Aswins..."""
681,Book01_124,497,Question: How many sons were born to Madri after thinking of the twin Aswins?,Answer: Madri gave birth to two sons who were twins named Nakula and Sahadeva.,"Reference: ""...begat upon her two sons that were twins named Nakula and Sahadeva..."""
682,Book01_124,497,Question: What was the prophecy about the twin sons Nakula and Sahadeva?,Answer: An incorporeal voice said that the twin sons Nakula and Sahadeva would transcend even the twin Aswins themselves in energy and beauty.,"Reference: ""As soon as they were born, an incorporeal voice said, 'In energy and beauty these twins shall transcend even the twin Aswins themselves.'"""
683,Book01_125,501,Question: Where did Pandu and Madri go for a stroll?,Answer: Pandu and Madri went to the woods where every tree had put forth new blossoms.,"Reference: ""One day in the season of spring which maddens every creature the king accompanied by his wife (Madri), began to rove in the woods where every tree had put forth new blossoms."""
684,Book01_125,501,Question: What kind of trees did Pandu see in the woods?,"Answer: Pandu saw Palasas, Tilakas, Mangoes, Champakas, Parihadrakas, Karnikaras, Asokas, Kesaras, Atimuktas, Kuruvakas, and other trees.","Reference: ""And there were flowers of blossoming Parijatas with the Kokilas pouring forth their melodies from under every twig echoing with the sweet hums of the black bees. And he beheld also various other kinds of trees..."""
685,Book01_125,501,Question: What did Pandu feel when he beheld the scenery in the woods?,Answer: Pandu felt the soft influence of desire.,"Reference: ""Beholding all these, Pandu felt the soft influence of desire."""
686,Book01_125,501,Question: How did Pandu's desire affect him?,"Answer: Pandu's desire flamed up like a forest-fire, and he was completely overpowered by it.","Reference: ""And beholding the youthful Madri thus attired, the king's desire flamed up like a forest-fire. And ill-able to suppress his desire thus kindled at the sight of his wife of eyes like lotus-petals, he was completely overpowered."""
687,Book01_125,501,Question: What happened to Pandu as a result of his actions?,"Answer: Pandu, driven by desire and impelled by fate, succumbed to the inevitable influence of Time and lost his life while united in intercourse with Madri.","Reference: ""And the Kuru king Pandu, of virtuous soul, thus succumbed to the inevitable influence of Time, while united in intercourse with his wife."""
688,Book01_126,506,Question: Who took their seats before the Rishis and greeted them with respect?,Answer: The Kauravas and the citizens took their seats before the Rishis and greeted them with respect.,"Reference: ""The Kauravas, then, accompanied by their priest, saluted the Rishis by lowering their heads, and took their seats before them. The citizens also saluting the ascetics and bowing down unto them with touching the ground, took their seats there."""
689,Book01_126,506,Question: Who worshipped the ascetics by offering them water to wash their feet and the customary Arghya?,Answer: Bhishma worshipped the ascetics by offering them water to wash their feet and the customary Arghya.,"Reference: ""Then Bhishma, setting that vast concourse perfectly still, duly worshipped, O king, those ascetics by offering them water to wash their feet with and the customary Arghya."""
690,Book01_126,506,"Question: Who spoke about the birth, growth, and Vedic studies of Pandu's children?","Answer: The oldest of the ascetics, with the concurrence of the other Rishis, spoke about the birth, growth, and Vedic studies of Pandu's children.","Reference: ""Then the oldest of the ascetics with matted locks on head and loins covered with animal skin, stood up, and with the concurrence of the other Rishis, spoke as follows..."""
691,Book01_126,506,"Question: How did Pandu's wife, Madri, sacrifice her life?","Answer: Madri sacrificed her life by ascending the funeral pyre of Pandu, her husband.","Reference: ""His wife Madri, beholding him placed in the funeral pyre and about to be consumed, herself ascended the same pyre, and sacrificing her life thus, hath gone with her lord to the region reserved for chaste wives."""
692,Book01_126,506,Question: What did the citizens do after the Rishis and Siddhas disappeared?,"Answer: The citizens, filled with wonder, returned to their homes after the Rishis and Siddhas disappeared.","Reference: ""And beholding the Rishis and the Siddhas thus vanish in their sight like vapoury forms appearing and disappearing in the skies, the citizens filled with wonder returned to their homes."""
693,Book01_128,512,Question: Whom did Duryodhana conceive hostility towards?,"Answer: Duryodhana conceived hostility towards Bhima, the second son of Pandu.","Reference: ""Seeing these wonderful exhibitions of the might of Bhima, the powerful Duryodhana, the eldest son of Dhritarashtra, began to conceive hostility towards him."""
694,Book01_128,512,Question: What did Duryodhana plan to do to Bhima?,Answer: Duryodhana planned to throw Bhima into the current of the Ganga when he was sleeping in the garden.,"Reference: ""Therefore, when he shall sleep in the garden, I shall throw him into the current of the Ganga."""
695,Book01_128,512,Question: What did Duryodhana build near the banks of the Ganga?,"Answer: Duryodhana built a palace called the ""water-sport house"" near the banks of the Ganga.","Reference: ""At length at a beautiful place called Pramanakoti on the banks of the Ganga, he built a palace decorated with hangings of broad-cloth and other rich stuffs."""
696,Book01_128,512,Question: What did Duryodhana invite the Pandavas to do at the banks of the Ganga?,Answer: Duryodhana invited the Pandavas to sport in the water at the banks of the Ganga.,"Reference: ""Then the evil-minded prince said unto the Pandavas, 'Let us all go to the banks of the Ganga graced with trees and crowned with flowers and sport there in the water.'"""
697,Book01_128,512,Question: How did the sons of Dhritarashtra and the Pandavas travel to the banks of the Ganga?,Answer: The sons of Dhritarashtra and the Pandavas traveled to the banks of the Ganga on country-born elephants of great size and cars resembling towns.,"Reference: ""And upon Yudhishthira agreeing to this, the sons of Dhritarashtra, taking the Pandavas with them, mounted country-born elephants of great size and cars resembling towns, and left the metropolis."""
698,Book01_129,517,Question: How did Bhima receive blessings from the Nagas?,Answer: Bhima received blessings from the Nagas after purifying himself with a bath in the waters and eating paramanna (rice and sugar pudding) offered by the Nagas.,"Reference: ""Then Bhima purified himself with a bath in those waters... ate of the paramanna (rice and sugar pudding) offered to him by the Nagas."""
699,Book01_129,517,Question: Where did the Nagas place Bhima after bringing him from the nether region?,Answer: The Nagas placed Bhima in the selfsame gardens where he had been sporting before and then vanished.,"Reference: ""Bearing up the lotus-eyed Pandava from under the waters, the Nagas placed him in the selfsame gardens wherein he had been sporting, and vanished in his very sight."""
700,Book01_129,517,Question: Whom did Bhima meet first after arriving on the surface of the earth?,Answer: Bhima first met his mother and his eldest brother after arriving on the surface of the earth.,"Reference: ""The mighty Bhimasena, arrived on the surface of the earth, ran with speed to his mother. And bowing down unto her and his eldest brother..."""
701,Book01_129,517,Question: What did Bhima share with his brothers after meeting them?,Answer: Bhima shared everything about the villainy of Duryodhana and the incidents that had befallen him in the world of the Serpents.,"Reference: ""Then Bhima, endued with great strength and prowess, related to his brothers everything about the villainy of Duryodhana, and the lucky and unlucky incidents that had befallen him in the world of the Serpents."""
702,Book01_129,517,Question: What advice did Yudhishthira give to his brothers after hearing Bhima's story?,"Answer: Yudhishthira cautioned his brothers to observe silence and not speak of the incidents to anyone, and urged them to protect each other with care.","Reference: ""Thereupon Yudhishthira said, 'Do thou observe silence on this. Do not speak of this to any one. From this day, protect ye all one another with care.'"""
703,Book01_130,519,Question: Who was the father of Kripa?,"Answer: The father of Kripa was Saradwat, the son of the sage Gautama.","Reference: ""The great sage Gautama had a son named Saradwat."""
704,Book01_130,519,Question: How did Saradwat acquire his weapons?,"Answer: Saradwat acquired his weapons through his austerities, similar to how Brahmanas in student life acquire knowledge of the Vedas.","Reference: ""Saradwat acquired all his weapons by those austerities by which Brahmanas in student life acquire the knowledge of Vedas."""
705,Book01_130,519,Question: What made Indra afraid of Gautama (son of Gotama)?,Answer: Gautama's aptitude for the science of weapons and his austerities made Indra greatly afraid of him.,"Reference: ""Gautama (the son of Gotama) by his aptitude for the science of weapons and by his austerities made Indra himself greatly afraid of him."""
706,Book01_130,519,Question: Who did Indra send to disturb the austerities of Gautama?,Answer: Indra sent a celestial damsel named Janapadi to disturb the austerities of Gautama.,"Reference: ""The chief of the gods summoned a celestial damsel named Janapadi and sent her unto Gautama."""
707,Book01_130,519,Question: How did Kripa and his twin brother originate?,"Answer: Saradwat's unconscious emission of his vital fluid upon a clump of heath led to the birth of two children who were twins, Kripa and his brother.","Reference: ""His vital fluid, however, having fallen upon a clump of heath, was divided into two parts, whence sprang two children that were twins."""
708,Book01_132,527,Question: Who presented himself before Drupada as his friend?,Answer: The mighty son of Bharadyaja (Drona) presented himself before Drupada.,"Reference: ""Then, O king, the mighty son of Bharadyaja presented himself before Drupada."""
709,Book01_132,527,Question: How did Drupada react to Drona's claim of friendship?,"Answer: Drupada, intoxicated with the pride of wealth, expressed anger and disbelief at Drona's claim of friendship.","Reference: ""The king, intoxicated with the pride of wealth, contracted his brows in wrath."""
710,Book01_132,527,"Question: According to Drupada, what impairs friendship?",Answer: Drupada believed that time and anger are factors that impair friendship.,"Reference: ""Time that impaireth everything in its course, impaireth friendship also. In this world, friendship never endureth for ever in any heart. Time weareth it off and anger destroyeth it too."""
711,Book01_132,527,Question: What were the criteria mentioned by Drupada for friendship to exist?,"Answer: Drupada stated that friendship can exist between equals in terms of wealth, knowledge, and strength.","Reference: ""There may be friendship or hostility between persons equally situated as to wealth or might."""
712,Book01_132,527,Question: Why did Drupada question the continuation of their former friendship?,"Answer: Drupada believed that friendship could not exist between a poor man and a rich man, a man of letters and an unlettered mind, or a hero and a coward.","Reference: ""Friendship can never subsist between a poor man and a rich man, between a man of letters and an unlettered mind, between a hero and a coward."""
713,Book01_133,530,Question: Who used to give the sons of Kunti lessons in the use of arms?,Answer: The mighty son of Drona (Aswatthaman) used to give the sons of Kunti lessons in the use of arms.,"Reference: ""His mighty son (Aswatthaman) at intervals of Kripa's teaching, used to give the sons of Kunti lessons in the use of arms."""
714,Book01_133,530,Question: What did the princes do when their ball fell into a well?,"Answer: The princes surrounded a nearby Brahmana, seeking his help to recover the ball.","Reference: ""And beholding that illustrious Brahmana, the princes who had despaired of success surrounded him immediately."""
715,Book01_133,530,Question: How did Drona demonstrate his skills to the princes?,Answer: Drona threw his ring into the well and promised to bring it back along with the lost ball using blades of grass.,"Reference: ""Thus saying, Drona that oppressor of foes, taking off his ring, threw it down into the dry well."""
716,Book01_133,530,Question: What did Yudhishthira promise Drona in return for recovering the ball?,"Answer: Yudhishthira offered to provide Drona with something that would last him a lifetime, with the permission of Kripa.","Reference: ""Yudhishthira, the son of Kunti, addressing Drona, said, 'O Brahmana (thou askest for a trifle)! Do thou, with Kripa's permission, obtain of us that which would last thee for life!'"""
