Section_Id,Chunk_Id,Chunk,Chunk_Letters,Chunk_Words,Chunk_Approx_Tokens
Book01_017,33,"Section XVI
(Astika Parva continued)
""Saunaka said, 'O Sauti, relate once more in detail this history of the learned and virtuous Astika. Our curiosity for hearing it is great. O amiable one, thou speakest sweetly, with proper accent and emphasis; and we are well-pleased with thy speech. Thou speakest even as thy father. Thy sire was ever ready to please us. Tell us now the story as thy father had related it.'
""Sauti said, 'O thou that art blest with longevity, I shall narrate the history of Astika as I heard it from my father. O Brahmana, in the golden age, Prajapati had two daughters. O sinless one, the sisters were endowed with wonderful beauty. Named Kadru and Vinata, they became the wives of Kasyapa. Kasyapa derived great pleasure from his two wedded wives and being gratified he, resembling Prajapati himself, offered to give each of them a boon. Hearing that their lord was willing to confer on them their choice blessings, those excellent ladies felt transports of joy. Kadru wished to have for sons a thousand snakes all of equal splendour. And Vinata wished to bring forth two sons surpassing the thousand offsprings of Kadru in strength, energy, size of body, and prowess. Unto Kadru her lord gave that boon about a multitude of offspring. And unto Vinata also, Kasyapa said, 'Be it so!' Then Vinata, having; obtained her prayer, rejoiced greatly. Obtaining two sons of superior prowess, she regarded her boon fulfilled. Kadru also obtained her thousand sons of equal splendour. 'Bear the embryos carefully,' said Kasyapa, and then he went into the forest, leaving his two wives pleased with his blessings.'
""Sauti continued, 'O best of regenerate ones, after a long time, Kadru brought forth a thousand eggs, and Vinata two. Their maid-servants deposited the eggs separately in warm vessels. Five hundred years passed away, and the thousand eggs produced by Kadru burst and out came the progeny. But the twins of Vinata did not appear. Vinata was jealous, and therefore she broke one of the eggs and found in it an embryo with the upper part developed but the lower one undeveloped. At this, the child in the egg became angry and cursed his mother, saying. 'Since thou hast prematurely broken this egg, thou shall serve as a slave. Shouldst thou wait five hundred years and not destroy, or render the other egg half-developed, by breaking it through impatience, then the illustrious child within it will deliver thee from slavery! And if thou wouldst have the child strong, thou must take tender care of the egg for all this time!' Thus cursing his mother, the child rose to the sky. O Brahmana, even he is the charioteer of Surya, always seen in the hour of morning!
""Then at the expiration of the five hundred years, bursting open the other egg, out came Garuda, the serpent-eater. O tiger of Bhrigu's race, immediately on seeing the light, that son of Vinata left his mother. And the lord of birds, feeling hungry, took wing in quest of the food assigned to him by the Great Ordainer of all."".
So ends the sixteenth section in the Astika Parva of the Adi Parva.",3086,526,700.0
Book01_018,34,"Section XVII
(Astika Parva continued)
""Sauti said, 'O ascetic, about this time the two sisters saw approaching near, that steed of complacent appearance named Uchchaihsravas who was worshipped by the gods, that gem of steeds, who arose at the churning of the Ocean for nectar. Divine, graceful, perpetually young, creation's master-piece, and of irresistible vigour, it was blest with every auspicious mark.'
""Saunaka asked, 'Why did the gods churn the Ocean for nectar, and under what circumstances and when as you say, did that best of steeds so powerful and resplendent spring?'
""Sauti said, 'There is a mountain named Meru, of blazing appearance, and looking like a heap of effulgence. The rays of the Sun falling on its peaks of golden lustre are dispersed by them. Decked with gold and exceedingly beautiful, that mountain is the haunt of the gods and the Gandharvas. It is immeasurable and unapproachable by men of manifold sins. Dreadful beasts of prey wander over its breasts, and it is illuminated by many divine life-giving herbs. It stands kissing the heavens by its height and is the first of mountains. Ordinary people cannot even think of ascending it. It is graced with trees and streams, and resounds with the charming melody of winged choirs. Once the celestials sat on its begemmed peak--in conclave. They who had practised penances and observed excellent vows for amrita now seemed to be eager seekers alter amrita (celestial ambrosia). Seeing the celestial assembly in anxious mood Nara-yana said to Brahman, 'Do thou churn the Ocean with the gods and the Asuras. By doing so, amrita will be obtained as also all drugs and gems. O ye gods, chum the Ocean, ye will discover amrita.'""
So ends the seventeenth section in the Astika Parva of the Adi Parva.",1773,291,387.0
Book01_021,37,"Section XX
(Astika Parva continued)
""Sauti said, 'Thus have I recited to you the whole story of how Amrita was churned out of the Ocean, and the occasion on which the horse Uchchaihsravas of great beauty and incomparable prowess was obtained. It was this horse about which Kadru asked Vinata, saying, 'Tell me, amiable sister, without taking much time, of what colour Uchchaishravas is.' And Vinata answered, 'That prince of steeds is certainly white. What dost thou think, sister? Say thou what is its colour. Let us lay a wager upon it.' Kadru replied, then, 'O thou of sweet smiles. I think that horse is black in its tail. Beauteous one, bet with me that she who loseth will become the other's slave.'
'Sauti continued, 'Thus wagering with each other about menial service as a slave, the sisters went home, and resolved to satisfy themselves by examining the horse next day. And Kadru, bent upon practising a deception, ordered her thousand sons to transform themselves into black hair and speedily cover the horse's tail in order that she might not become a slave. But her sons, the snakes, refusing to do her bidding, she cursed them, saying, 'During the snake-sacrifice of the wise king Janamejaya of the Pandava race, Agni shall consume you all.' And the Grandsire (Brahman) himself heard this exceedingly cruel curse pronounced by Kadru, impelled by the fates. And seeing that the snakes had multiplied exceedingly, the Grandsire, moved by kind consideration for his creatures, sanctioned with all the gods this curse of Kadru. Indeed, as the snakes were of virulent poison, great prowess and excess of strength, and ever bent on biting other creatures, their mother's conduct towards them--those persecutors of all creatures,--was very proper for the good of all creatures. Fate always inflicts punishment of death on those who seek the death of other creatures. The gods, having exchanged such sentiments with one another, supported Kadru's action (and went away). And Brahman, calling Kasyapa to him, spake unto him these words, 'O thou pure one who overcomest all enemies, these snakes begotten by you, who are of virulent poison and huge bodies, and ever intent on biting other creatures, have been cursed by their mother. O son, do not grieve for it in the least. The destruction of the snakes in the sacrifice hath, indeed, been ordained long ago' Saying this, the divine Creator of the Universe comforted Kasyapa and imparted to that illustrious one the knowledge of neutralising poison.""
And so ends the twentieth section in the Astika Parva of the Adi Parva.",2577,425,565.0
Book01_022,38,"Section XXI
(Astika Parva continued)
""Sauti said. 'Then when the night had passed away and the sun had risen in the morning, O thou whose wealth is asceticism, the two sisters Kadru and Vinata, having laid a wager about slavery, went with haste and impatience to view the steed Uchchaishravas from a near point. On their way they saw the Ocean, that receptacle of waters, vast and deep, rolling and tremendously roaring, full of fishes large enough to swallow the whale, and abounding with huge makaras and creatures of various forms by thousands, and rendered inaccessible by the presence of other terrible, monster-shaped, dark, and fierce aquatic animals, abounding with tortoises and crocodiles, the mine of all kinds of gems, the home of Varuna (the water-God), the excellent and beautiful residence of the Nagas, the lord of all rivers, the abode of the subterranean fire, the friend (or asylum) of the Asuras, the terror of all creatures, the grand reservoir of water, and ever immutable. It is holy, beneficial to the gods, and is the great source of nectar; without limits, inconceivable, sacred, and highly wonderful. It is dark, terrible with the sound of aquatic creatures, tremendously roaring, and full of deep whirl-pools. It is an object of terror to all creatures. Moved by the winds blowing from its shores and heaving high, agitated and disturbed, it seems to dance everywhere with uplifted hands represented by its surges. Full of swelling billows caused by the waxing and waning of the moon the parent of Vasudeva's great conch called Panchajanya, the great mine of gems, its waters were formerly disturbed in consequence of the agitation caused within them by the Lord Govinda of immeasurable prowess when he had assumed the form of a wild boar for raising the (submerged) Earth. Its bottom, lower than the nether regions, the vow observing regenerate Rishi Atri could not fathom after (toiling for) a hundred years. It becomes the bed of the lotus-naveled Vishnu when at the termination of every Yuga that deity of immeasurable power enjoys yoga-nidra, the deep sleep under the spell of spiritual meditation. It is the refuge of Mainaka fearful of falling thunder, and the retreat of the Asuras overcome in fierce encounters. It offers water as sacrificial butter to the blazing fire issuing from the mouth of Varava (the Ocean-mare). It is fathomless and without limits, vast and immeasurable, and the lord of rivers.
""And they saw that unto it rushed mighty rivers by thousands with proud gait, like amorous competitors, each eager for meeting it, forestalling the others. And they saw that it was always full, and always dancing in its waves. And they saw that it was deep and abounding with fierce whales and makaras. And it resounded constantly with the terrible sounds of aquatic creatures. And they saw that it was vast, and wide as the expanse of space, unfathomable, and limitless, and the grand reservoir of water.'""
And so ends the twenty-first section in the Astika Parva of the Adi Parva.",3024,501,666.0
Book01_023,39,"Section XXII
(Astika Parva continued)
""Sauti said, 'The Nagas after consultation arrived at the conclusion that they should do their mother's bidding, for if she failed in obtaining her desire she might withdraw her affection and burn them all. If, on the other hand, she were graciously inclined, she might free them from her curse. They said, 'We will certainly render the horse's tail black.' And it is said that they then went and became hairs in the horse's tail.
""Now the two co-wives had laid the wager. And having laid the wager, O best of Brahmanas, the two sisters Kadru and Vinata, the daughters of Daksha, proceeded in great delight along the sky to see the other side of the Ocean. And on their way they saw the Ocean, that receptacle of waters, incapable of being easily disturbed, mightily agitated all of a sudden by the wind, and roaring tremendously; abounding with fishes capable of swallowing the whale and full of makaras; containing also creatures of diverse forms counted by thousands; frightful from the presence of horrible monsters, inaccessible, deep, and terrible, the mine of all kinds of gems, the home of Varuna (the water-god), the wonderful habitations of the Nagas, the lord of rivers, the abode of the subterranean fire; the residence of the Asuras and of many dreadful creatures; the reservoir of water, not subject to decay, aromatic, and wonderful, the great source of the amrita of the celestials; immeasurable and inconceivable, containing waters that are holy, filled to the brim by many thousands of great rivers, dancing as it were in waves. Such was the Ocean, full of rolling waves, vast as the expanse of the sky, deep, of body lighted with the flames of subterranean fire, and roaring, which the sisters quickly passed over.'""
And so ends the twenty-second section in the Astika Parva of the Adi Parva.",1849,309,411.0
Book01_025,41,"Section XXIV
(Astika Parva continued)
""Sauti said, 'Then hearing of and beholding his own body, that bird of beautiful feathers diminished its size.'
""And Garuda said, 'Let no creature be afraid; as ye are in a fright at the sight of my terrible form, I shall diminish my energy.'
""Sauti continued, 'Then that bird capable of going everywhere at will, that ranger of the skies capable of calling to his aid any measure of energy, bearing Aruna on his back, wended from his father's home and arrived at his mother's side on the other shore of the great ocean. And he placed Aruna of great splendour in the eastern regions, just at a time when Surya had resolved to burn the worlds with his fierce rays.'
""Saunaka said, 'When did the revered Surya resolve at the time to burn the worlds? What wrong was done to him by the gods that provoked his ire?' ""Sauti said, 'O sinless one, when Rahu was drinking nectar among the gods at the time of the churning of the ocean he was pointed out to the gods by Surya and Soma, and from that time he conceived an enmity towards those deities. And upon this Rahu sought to devour his afflictor (Surya), became wroth, and thought, 'Oh, this enmity of Rahu towards me hath sprung from my desire of benefiting the gods. And this dire consequence I alone have to sustain. Indeed, at this pass help I obtain not. And before the very eyes of the denizens of heaven I am going to be devoured and they brook it quietly. Therefore, for the destruction of the worlds must I strive.' And with this resolution he went to the mountains of the west.
""And from that place he began to radiate his heat around for the destruction of the world. And then the great Rishis, approaching the gods, spake unto them, 'Lo, in the middle of the night springeth a great heat striking terror into every heart, and destructive of the three worlds.' Then the gods, accompanied by the Rishis, wended to the Grandsire, and said unto him, 'O what is this great heat today that causeth such panic? Surya hath not yet risen, still the destruction (of the world) is obvious. O Lord, what will happen when he doth rise?"" The Grandsire replied, 'Indeed, Surya is prepared to rise today for the destruction of the world. As soon as he will appear he will burn everything into a heap of ashes. By me, however, hath the remedy been provided beforehand. The intelligent son of Kasyapa is known to all by the name of Aruna. He is huge of body and of great splendour; he shall stay in front of Surya, doing the duty of his charioteer and taking away all the energy of the former. And this will ensure the welfare of the worlds, of the Rishis, and of the dwellers in heaven.'
""Sauti continued, 'Aruna, at the behest of the Grandsire, did all that he was ordered to do. And Surya rose veiled by Aruna's person. I have told thee now why Surya was in wrath, and how Aruna, the brother of Garuda, was appointed as his charioteer. Hear next of that other question asked by thee a little while ago.'""
And so ends the twenty-fourth section in the Astika Parva of the Adi Parva.",3060,554,737.0
Book01_026,42,"Section XXV
(Astika Parva continued)
""Sauti said, 'Then that bird of great strength and energy and capable of going at will to every place repaired to his mother's side on the other shore of the great ocean. Thither lived Vinata in affliction, defeated in wager and put into a state of slavery. Once Kadru calling Vinata who had prostrated herself before the former, addressed her these words in the presence of her son, 'O gentle Vinata, there is in the midst of the ocean, in a remote quarter, a delightful and fair region inhabited by the Nagas. Bear me thither!' At this that mother of the bird of fair feathers bore (on her shoulders) the mother of the snakes. And Garuda also, directed by his mother's words, carried (on his back) the snakes. And that ranger of the skies born of Vinata began to ascend towards the Sun. And thereupon the snakes, scorched by the rays of the Sun, swooned away. And Kadru seeing her sons in that state prayed to Indra, saying, 'I bow to thee, thou Lord of all the gods! I bow to thee, thou slayer of Vritra! I bow to thee, thou slayer of Namuchi! O thou of a thousand eyes, consort of Sachi! By thy showers, be thou the protector of the snakes scorched by the Sun. O thou best of the deities, thou art our great protector. O Purandara, thou art able to grant rain in torrents. Thou art Vayu (the air), the clouds, fire, and the lightning of the skies. Thou art the propeller of the clouds, and hast been called the great cloud (i.e., that which will darken the universe at the end of Yuga). Thou art the fierce and incomparable thunder, and the roaring clouds. Thou art the Creator of the worlds and their Destroyer. Thou art unconquered. Thou art the light of all creatures, Aditya, Vibhavasu, and the wonderful elements. Thou art the ruler of all the gods. Thou art Vishnu. Thou hast a thousand eyes. Thou art a god, and the final resource. Thou art, O deity, all amrita, and the most adored Soma. Thou art the moment, the lunar day, the bala (minute), thou art the kshana (4 minutes). Thou art the lighted fortnight, and also the dark fortnight. Thou art kala, thou kashtha, and thou Truti.  Thou art the year, the seasons, the months, the nights, and the days. Thou art the fair Earth with her mountains and forests. Thou art also the firmament, resplendent with the Sun. Thou art the great Ocean with heaving billows and abounding with whales, swallowers of whales, and makaras, and various fishes. Thou art of great renown, always adored by the wise and by the great Rishis with minds rapt in contemplation. Thou drinkest, for the good of all creatures, the Soma juice in sacrifices and the clarified butter offered with sacred invocation. Thou art always worshipped at sacrifices by Brahmanas moved by desire of fruit. O thou of incomparable mass of strength, thou art sung in the Vedas and Vedangas. It is for that reason that learned Brahmanas bent upon performing sacrifices, study the Vedas with every care.'""
And so ends the twenty-fifth section in the Astika Parva of the Adi Parva.",3032,540,718.0
Book01_027,43,"Section XXVI
(Astika Parva continued)
""Sauti said, 'And then Indra, the king of gods, having the best of horses for his bearer, thus adored by Kadru, covered the entire firmament with masses of blue clouds. And he commanded the clouds, saying, Pour ye, your vivifying and blessed drops!' And those clouds, luminous with lightning, and incessantly roaring against each other in the welkin, poured abundant water. And the sky, in consequence of those wonderful and terribly-roaring clouds that were incessantly begetting vast quantities of water, looked as if the end of Yuga had come. And in consequence of the myriads of waves caused in the falling torrents, the deep roar of the clouds, the flashes of lightning, the violence of the wind, and the general agitation, the sky looked as if dancing in madness. The sky became overcast, and the rays of the Sun and the Moon totally disappeared in consequence of that incessant downpour.
""And upon Indra's causing that downpour, the Nagas became exceedingly delighted. And the Earth was filled with water all around. And the cool, clear water reached even the nether regions. And there were countless waves of water all over the Earth. And the snakes with their mother reached (in safety) the island called Ramaniyaka.""
And so ends the twenty-sixth section in the Astika Parva of the Adi Parva.",1339,219,291.0
Book01_028,44,"Section XXVII
(Astika Parva continued)
""Sauti said, 'And then the Nagas drenched by that shower, became exceedingly glad. And borne by that bird of fair feathers, they soon arrived at the island. That island had been fixed by the Creator of the Universe as the abode of the makaras. There they saw the terrible Lavana Samudra (ocean of salt). On arriving there with Garuda, they saw there a beautiful forest washed by the waters of the sea and resounding with the music of winged choirs. And there were clusters of trees all around laden with various fruits and flowers. And there were also fair mansions all around; and many tanks full of lotuses. And it was also adorned with many lakes of pure water. And it was refreshed with pure incense-breathing breezes. And it was adorned with many a tree that grew only on the hills of Malaya, and seemed by their tallness to reach the very heavens. And there were also various other trees whose flowers were scattered all around by the breeze. And that forest was charming and dear to the Gandharvas and always gave them pleasure. And it was full of bees maddened with the honey they sucked. And the sight of all this was exceedingly delightful. And in consequence of many things there, capable of charming everybody, that forest was fair, delightful, and holy. And, echoing with the notes of various birds, it delighted greatly the sons of Kadru.
""And the snakes, after arriving at that forest, began to enjoy themselves. And they commanded the lord of birds, viz., Garuda, of great energy, saying, 'Convey us to some other fair island with pure water. Thou ranger of the skies, thou must have seen many fair regions while coursing (through the air).' Garuda, alter reflecting for a few moments, asked his mother Vinata, saying, 'Why, mother, have I to do the bidding of the snakes?' Vinata thus questioned by him spake unto that ranger of the skies, her son, invested with every virtue, of great energy, and great strength, as follows: ""Vinata said, 'O thou best of birds, I have become, from misfortune, the slave of my co-wife. The snakes, by an act of deception, caused me to lose my bet and have made me so.' When his mother had told him the reason, that ranger of the skies, dejected with grief, addressed the snakes, saying, 'Tell me, ye snakes, by bringing what thing, gaining a knowledge of what thing, or doing what act of prowess, we may be freed from this state of bondage to you.'"" Sauti continued, 'The snakes, hearing him, said, 'Bring thou amrita by force. Then O bird, shall you be freed from bondage.'"" And so ends the twenty-seventh section in the Astika Parva of the Adi Parva.",2642,462,614.0
Book01_036,52,"Section XXXV
(Astika Parva continued)
""Saunaka said, 'O son of Suta, thou hast told us the reason why the snakes were cursed by their mother, and why Vinata also was cursed by her son. Thou hast also told us about the bestowal of boons, by their husband, on Kadru and Vinata. Thou hast likewise told us the names of Vinata's sons. But thou hast not yet recited to us the names of the snakes. We are anxious to hear the names of the principal ones.'
""Sauti said, O thou whose wealth is asceticism, from fear of being lengthy, I shall not mention the names of all the snakes. But I will recite the names of the chief ones. Listen to me!
""Sesha was born first, and then Vasuki. (Then were born) Airavata, Takshaka, Karkotaka, Dhananjaya, Kalakeya, the serpent Mani, Purana, Pinjaraka, and Elapatra, Vamana, Nila, Anila, Kalmasha, Savala, Aryaka, Ugra, Kalasapotaka, Suramukha, Dadhimukha, Vimalapindaka, Apta, Karotaka, Samkha, Valisikha, Nisthanaka, Hemaguha, Nahusha, Pingala, Vahyakarna, Hastipada, Mudgarapindaka, Kamvala Aswatara, Kaliyaka, Vritta, Samvartaka, Padma, Mahapadma, Sankhamukha, Kushmandaka, Kshemaka, Pindaraka, Karavira, Pushpadanshtraka, Vilwaka, Vilwapandara, Mushikada, Sankhasiras, Purnabhadra, Haridraka, Aparajita, Jyotika, Srivaha, Kauravya, Dhritarashtra, Sankhapinda, Virajas, Suvahu, Salipinda, Prabhakara, Hastipinda, Pitharaka, Sumuksha, Kaunapashana, Kuthara, Kunjara, Kumuda, Kumudaksha, Tittri, Halika, Kardama, Vahumulaka, Karkara, Akarkara, Kundodara, and Mahodara.
""Thus, O best of regenerate ones, have I said the names of the principal serpents. From fear of being tedious I do not give names of the rest. O thou whose wealth is asceticism, the sons of these snakes, with their grandsons, are innumerable. Reflecting upon this, I shall not name them to thee. O best ascetics, in this world the number of snakes baffles calculation, there being many thousands and millions of them.'""
So ends the thirty-fifth section in the Astika Parva of the Adi Parva.",1990,292,388.0
Book01_039,55,"Section XXXVIII
(Astika Parva continued)
""Sauti said, 'Hearing the respective speeches of all the snakes, and hearing also the words of Vasuki, Elapatra began to address them, saying, 'That sacrifice is not one that can be prevented. Nor is king Janamejaya of the Pandava race from whom this fear proceedeth, such that he can be hindered. The person, O king, who is afflicted by fate hath recourse to fate alone; nothing else can be his refuge. Ye best of snakes, this fear of ours hath fate for its root. Fate alone must be our refuge in this. Listen to what I say. When that curse was uttered, ye best of snakes, in fear I lay crouching on the lap of our mother. Ye best of snakes, and O lord (Vasuki) of great splendour, from that place I heard the words the sorrowing gods spake unto the Grandsire. The gods said, 'O Grandsire, thou god of gods who else than the cruel Kadru could thus, after getting such dear children, curse them so, even in thy presence? And, O Grandsire, by thee also hath been spoken, with reference to those words of hers, 'Be it so.' We wish to know the reason why thou didst not prevent her.' Brahman replied, 'The snakes have multiplied. They are cruel, terrible in form and highly poisonous. From desire of the good of my creatures, I did not prevent Kadru then. Those poisonous serpents and others who are sinful, biting others for no faults, shall, indeed, be destroyed, but not they who are harmless and virtuous. And hear also, how, when the hour comes, the snakes may escape this dreadful calamity. There shall be born in the race of the Yayavaras a great Rishi known by the name of Jaratkaru, intelligent, with passions under complete control. That Jaratkaru shall have a son of the name of Astika. He shall put a stop to that sacrifice. And those snakes who shall be virtuous shall escape therefrom. The gods said, 'O thou truth-knowing one, on whom will Jaratkaru, that foremost Muni, gifted with great energy and asceticism, beget that illustrious son?' Brahma answered, 'Gifted with great energy, that best Brahmana shall beget a son possessed of great energy on a wife of the same name as his. Vasuki, the king of the snakes, hath a sister of the name of Jaratkaru; the son, of whom I speak, shall be born of her, and he shall liberate the snakes.'
""Elapatra continued, 'The gods then said unto the Grandsire, 'Be it so.' And the lord Brahman, having said so unto the gods, went to heaven. O Vasuki, I see before me that sister of thine known by the name of Jaratkaru. For relieving us from fear, give her as alms unto him (i.e., the Rishi), Jaratkaru, of excellent vows, who shall roam abegging for a bride. This means of release hath been heard of by me!'""",2700,484,644.0
