ID,Sentence,RajivJi
8522,अगर 30 करोड़ का पाकिस्तान इस्लामिक राष्ट्र हो सकता है तो 100 करोड़ से ऊपर हिंदुवाला हिंदूस्तान हिंदूराष्ट्र क्यों नहीं ? #हिंदुस्तान_को_हिन्दूराष्ट्र_घोषित_करें 🚩,1
8525,अपना Behaviour सुधारो शादी में खाना खाना है तो टॉप 50 मे आना है,1
8527,अब वो दिन दूर नही जब कांग्रेसी गुलाम घर घर जा कर ताली बजा कर बोलेंगे की ये चिकने वोट देता है कि घागरा उठाऊ @INCIndia,1
8528,अभी 72 हूरो के साथ मजे कर रहा होगा बुला कर देख लो नहीं आएगा 🤣,1
8530,अरे बेवकूफ़ 1950 से 2014 तक देखो ना गांधी परिवार का डेवलपमेंट 🤣,1
8532,कचोरी समोसे की दुकानें खुल तो गयी है लेकिन ध्यान रखे कचोरी समोसे के चक्कर में आप की ही पूडी सब्जी न बट जाये 🚩 #StayHomeSaveLives,1
8533,"करोना का दवा न होना यह एक साइंस है, और दवा न होते हुए भी बिल लाखों मे आना ये एक आर्ट है ! 😀😂",1
8534,करोना पोजेटिव ऐसे ही बढ़ते रहे तो लगता है करोना नेगेटिव बाले को क्वारेंनटाईन करना पड़ेगा। !,1
8535,कान 👂 को ज्यादा साफ नहीं करना चाहिए वरना चमचे और सूअर के भौंकने की आवाजें सुनाई देने लगती है 🙉😜😂,1
8537,चमचो का एक और बाप जन्म लिया है चीन सब पेले जाओगे 👇 आई रिपीट बहुत पेले जाओगे 🤘,1
8538,चिप का मतलब क्या होता है पता भी है तुम्हें और एक बात चाटना चमचों चमची का काम है भक्त तो सिर्फ तुम लोग को बर्नोल सप्लाई करता है 🚩,1
8541,जैसे पाकिस्तान को गलतफहमी थी कि हर आंतकवादी हमले के बाद भारत सिर्फ कड़ी निंदा ही करेगा और कुछ नही दो बार में पता चल गया। चीन को भी वैसे ही गलतफहमी थी,1
8542,"जो राष्ट्रीय संकट के समय, युद्ध के समय, धर्म पर आघात के समय खुद को निष्पक्ष बताते हैं @INCIndia #कांग्रेसी #चमचे_मुल्ले यहि देश के सबसे बड़े गद्दार हैं अब इसे औकात दिखाने का समय आ गया है 🚩 #कांग्रेस_मुक्त_भारत 🙏",1
8543,डेवलपमेंट देखना है तो 1950 मे चले जाओ लेहरू चाचा का देखो 🤣,1
8547,पप्पू से कुछ ज्यादा ही प्यार है तुम्हें 😜,1
8550,भारत चीन के बीच चल रहे सीमा विवाद में भ भक्त भारत के साथ च चमचे चीन के साथ खड़े हैं 🚩,1
8552,मुंगेरीलाल के हसीन सपने तुम सब चमचे के लिए ही बना है देखते रहो 🤣,1
8559,मोदीजी तो दिल्ली में मुँह छिपाकर बैठे हैं जबकि मनमोहन सिंह हमेशा बार्डर पे जाकर देसी कट्टे से फायरिंग करते थे 🚩 @INCIndia,1
8560,युद्ध भारत और चीन का है भाजपा और चीन का नही इसलिए भाजपा विरोधियों से निवेदन है कि अपनी एैसी तैसी फिर कभी करवा लेना 🚩 @INCIndia,1
8561,रागा पता है मेरे जन्मदिन पे कौन पैदा हुआ था ? गांव वाले कौन ? रागा मैं खुद गांव वाले वाह पप्पू वाह। 🤣,1
8562,"राहुल गांधी को शादी कर लेनी चाहिए, सुना है कालिदास को शादी के बाद अक्ल आयी थी उससे पहले वह जिस डाल पर बैठते थे उसी को काटते थे 🚩 @INCIndia",1
8567,सेना बिना हथियारों के क्यों गई राहुल गांधी अपने बाप से जाकर पूछ 1993 में बिना हथियार_पेट्रोलिंग का समझौता चीन के साथ क्यों किया ? @INCIndia,1
8570,"काँग्रेस के 2 प्रसिद्ध वैज्ञानिक पहला मर्दानगी चैक करती है, तो दूसरा #लम्बाई नापता है 😆🤣",1
8574,"कोरोना की औकात भारत में बीड़ी, सिगरेट, गुटखे पर छपे फोटो जैसी है, पता सबको है खतरनाक है, फर्क घंटा 🔔 नहीं पड़ रहा किसी पर",1
8576,सरदार पटेल ने अकेले 500 रजवाड़े भारत में मिलाये थे नेहरू पर केवल कश्मीर की जिम्मेदारी थी और देखो कारनामें चिल्ला रहे हैं @INCIndia,1
8578,दादी की नाक फेल पापा की फेल अब अम्मी वाली नौकरी ही बची है ये भी कर के देख लो। क्यों चमचों ? @INCIndia,1
8580,कुत्ता भी एक दिन रोटी खाकर आपका वफादार हो जाता है पर कुछ इंसान देश की रोटी जन्म से खा रहे हैं फिर भी वफादार नहीं बन पाए #Sitaramyechuri #CPM,1
8585,वो लगा है देश का भविष्य और हिंदुओं की नस्ल बचाने में और कुछ मूर्ख हिन्दू व्यस्त है अपनी ही कब्र बनाने में,1
8589,सर आवश्यक संसाधन ही देना कजरी को पैसा पैकेज मत देना नहीं तो मौलवियों और रोहिंगया को सैलरी बांट देगा 😀😅🤣,1
8590,चीन के हाथो 38000 वर्ग किलोमीटर ज़मीन गवां देने वाली कांग्रेस आज विदेशनीति पे ज्ञान दे रही है। ? @INCIndia,1
8592,तुमने एक पैदा किया उसको डॉक्टर या इंजिनियर बनाया अब्दुल ने 40 पैदा किया अब राजा अब्दुल है क्योकि अब्दुल के पास 40 वोट है #लोकतंत्र,1
8593,NDTV की हैडलाइन एक बेजुबान अल्पसंख्यक भैंस को डूबा कर मारने की कोशिश करती बहुसंख्यक चिड़िया 😝🤣 @ndtv,1
8594,कोरोना जायेगा लेकिन इतना बोल कर जाएगा आएगा तो मोदी ही 😎🤣😜,1
8596,दिल्ली दंगो के समय 15 लाख cctv कैमरे गायब और अब कोरोना के समय सभी मुहल्ला क्लीनिक भी गायब गजब केजरीवाल ? @ArvindKejriwal,1
8602,कांग्रेसी चमचों अगर मोदी जी से इतनी ही परेशानी है और हिंदू से इतनी ही जलन है तो कोई अच्छा सा दिन देख कर पाकिस्तान क्यों नहीं चले जाते 🤣😜,1
8604,"जब तक मार्केट में A 4 साइज का पेपर उपलब्ध है, हम मौलाना साद को लगातार नोटिस भेजते रहेंगे दिल्ली पुलिस (सलाम आपके जज्बे को) 🤣",1
8605,School अगर खुल भी जाये तो भी मै अपने बच्चे को school नही भेजूंगा बस एक बार शादी हो जाये 😀😜🙈,1
8608,"जिस झोपड़ी में दादी वोट मांगने जाती थी उस झोपड़ी में आज पोता वोट मांगता है झोपड़ी तो बदल नहीं पाए, देश क्या ख़ाक बदलेंगे। ? 😆😂🤣 @INCIndia",1
8610,ये तो अच्छा हुआ कोरोना दिखाई नहीं देता वरना भारत में उसे देखने के लिए भीड़ जमा हो जाती 😜😂🤣,1
8612,ड्राइविंग लाइसेंस के लिए एक्सपायरी डेट क्यूँ होती है समझ में नहीं आता क्या अनुभव बढ़ने से ड्राईवर अनाडी बन जाता है?!🤔,1
8613,"कांग्रेस की समस्या BJP नहीं है जनता की बढ़ती समझदारी है कांग्रेस को चाहिए अनपढ़, गरीब, कमज़ोर, भूखे नंगे लोग और ऐसे चमचे जो पप्पू के गुणगान करे @INCIndia",1
8615,राहुल गांधी का विकल्प ढूंढना मुश्किल है सलमान खुर्शीद मुश्किल ? अरे मैं तो कहता हूं तीनों लोक में भी नामुमकिन है । 🤣,1
8616,करत करत अभ्यास के राहुल बनत महान पप्पू मूत्र पी के चमचे झाड़त ज्ञान 😆🤣,1
8617,भारत की महिलाओं का ड्राइविंग टेस्ट लेते समय उनसे गाड़ी चलवाकर नहीं। रुकवाकर देखनी चाहिये। बाल बाल बचे हैं आज 🤕🤣,1
8619,"जिसका पति और खानदान रोज ED, CBI के चक्कर लगा रहा हो वह कह रही है कि हमारी सरकार बनने पर भ्रष्टाचार को जड़ से ख़त्म किया जायेगा @INCIndia",1
8620,दुनिया की सबसे गन्दी राजनीति भारत की है जहाँ 10 वर्ष के बच्चे का पूरा टिकट लगता है किन्तु 17 वर्ष का बलात्कारी नाबालिग कहलाता है,1
8621,WHO का कहना है कि भारत के 50% डॉक्टर लायक नहीं है अब उन्हें कौन समझाए की यहाँ पे 60% डॉक्टर आरक्षण से और 20% घुस से बनते है,1
8622,"जब हर कोई चाँद से ही मुहब्बत करेगा, तो सूरज तो जलेगा ही न झेलो अब 🌅😉😜😂",1
8623,90 में बर्बाद हुआ रूस आज मिसाइल बेच रहा हैं और यहां 70 साल का हिसाब पूछो तो चमचे फट से कहेंगे लाजीव धांधी तम्प्युतल लाये थे🚩,1
8626,कड़वा है पर सच है भारत में कोरोना यहां पर हो रही गंदी राजनीति की वजह से फैला है,1
8627,सोचने वाली बात आज तक पाकिस्तान ने भारत से कोई युद्ध नही जीता फिर POK पे पाकिस्तान का कब्जा कैसे जबाब दे कांग्रेस ? @INCIndia,1
8629,#गृहमंत्री अमित शाह के विवाह की तस्वीर पीछे #नाराज_फूफाजी बैठे है। 😜🤣🤪😆,1
8631,केजरीवाल का टेस्ट रिपोर्ट आ गया कोरोना में पाए गए केजरीवाल के लक्षण 😜🤣,1
8632,ओ भाई कचोरी समोसे की दुकानें खुल तो गयी है लेकिन ध्यान रखे कचोरी समोसे के चक्कर में आप की ही पूडी सब्जी न बट जाये #StayHomeSaveLives,1
8633,जब खुद को चोट लगती है दुसरो के ज़ख्म भी तभी दिखाई देते हैं। !,1
8634,मैं तो कह रहा था कोई अच्छी सी वायरसनी ढूँढ कर कोरोना की शादी करवा दो फिर देखता हूँ कैसे फैलता हैं 🤣😂😜,1
8635,मौलवियो के साथ ही दिन रात बैठक करता है देखना पक्का पॉजिटिव ही आयेगा,1
8636,"नाम तैमूर रखो या बगदादी, जिस दिन बनोगे ज़िहादी! दे देंगे ज़िन्दगी से पूरी आज़ादी। भारतीय सेना द्वारा जनहित में जारी । वंदेमातरम् । #भारतीय_सेना_हमें_आप_पर_गर्व_है 💪",1
8637,सड़जी कह रहे हैं बाहर से लोग आएंगे तो बेड भर जाएंगे ! CAA OR NRC भी इसीलिए है सड़जी 🤣,1
8638,इसका ईलाज सिर्फ यमराज ही कर सकते हैं,1
8639,शाहीन बाग में फिर से बिरयानी बंटने वाली थी पर इस बार पुलिस भी टेंट लगाकर और डंडा लेकर पहले से ही बैठी है वो भी डंडों को Sanitise कर के 😀😂😜,1
8640,दिल्ली में करोना पोजेटिव ऐसे ही बढ़ते रहे तो लगता है करोना नेगेटिव बाले को क्वारेंनटाईन करना पड़ेगा। ! #केजरीवाल,1
8643,जहाँ तक मुझे उम्मीद है किसी दिन दिल्ली की जनता इसे #फ्री में #कूट न दे @ArvindKejriwal,1
8644,दिल्ली में बनाये जायेंगे ३ नये शमशान घाट। केजरीवाल का दिल्ली के लोगो के लिए तोहफा अस्पतालों में बेड नही बढ़ा सकते तो क्या हुआ इतनी सुविधा तो कर ही सकते है,1
8645,"चुनाव से पहले मस्जिद से फ़तवे निकालता हैं मुस्लिम BJP को वोट न दे, और चुनाव के बाद कहता हैं सरकार हिंदू मुस्लिम में भेदभाव न करे । इस आदमी का मानसिक संन्तुलन बिगडा लगता है।",1
8646,हर समय दिल की भी नहीं सुननी चाहिए । क्योंकि जो खुद ही उल्टी साइड हो वो आपको क्या सीधी सलाह देगा 🙄,1
8648,कोरोना कोरोना । इतना सुन लिया है कि अब एक मास्क कान के लिए भी बनना चाहिए 😀,1
8649,"ये न्यूज़ वाले कभी बगदादी मार देते है तो कभी किम_जोंग अब दाऊद मार दिया, इनका इलाज अब सबूत गैंग कांग्रेसी ही कर सकता है #सबूत मांग के 🤣",1
8651,"झाँकने की सही जगह अपना गिरेबान, और रहने की सही जगह अपनी औक़ात है। !",1
8652,लड़कियों का बस चले तो। वो यमराज को भी। यम्मु बोल सकती हैं। 😀😂😜,1
8654,भक्तों खिचड़ी विचडी तुम्हारे मोदी जी का आहार होगा हमारा तो आज भी राष्ट्रीय आहार तलबे चटना ही है : एक कट्टर कांग्रेसी चमचा 😀😂🤣,1
8655,सुना है शहीन बाग का धरना फिर से शुरू होने वाला है अबकी बार शेरनियों का रेट क्या होगा? 😜😂🤣,1
8656,कोरोना की अब उतनी इज्ज़त न रही जितनी मार्च मे थी। तब वो कंवर साब थे अब फूफाजी हो गये। 😄😂🤣,1
8657,बाजार जाता हूं तो लगता है कि कभी कोरोना आया ही नहीं था और न्यूज़ देखता हूं तो लगता है कि कोई बचेगा ही नही #coronavirus #StayHome,1
8658,ये सब चमचे के मुह में गांधी नाम का बबासीर हो गया है एक फोटो राहुल प्रियंका ने क्या ली चमचे अपने अपने अंदाज मे भौकने लग जाते हैं 😂,1
8659,अस्पताल ना जाकर सीधा श्मशान घाट चले जाए वहां घुंघरू सेठ ने आपके लिए सारी व्यवस्था कर रखी है । 😄😂 @ArvindKejriwal,1
8662,"वायरस का कहर अभी खत्म नहीं हुआ है घर से उतना ही निकलें, जितना चुनाव के बाद राहुल मंदिर @RahulGandhi",1
8663,अर्नब और सुधीर चौधरी को बीजेपी ने गोद लिया है : कांग्रेस इस हिसाब से तो रवीश को तो राजमाता ने नौ महीना अपनी कोख में रखा होगा। 😂,1
8664,"नरेंद्र मोदी आत्मनिर्भर, रविश कुमार जात पर निर्भर, राहुल गांधी गांधी नेहरू की सौगात पर निर्भर, केजरीवाल जमात पर निर्भर , चमचे पप्पू मूत्र पर निर्भर 😂",1
8701,अमानतुल्लाह का आजकल कोई ट्वीट नजर नही आ रहा ❓,1
8774,शिव जी पर दूध चढ़ाना अंधविश्वास है। कोई बताएगा कि यहां क्या हो रहा है? 🤔,1
8778,कल तक जो बम बंदूक से जिहाद करते थे अब वे कोरोना फैलाकर जिहाद करते हैं,1
8780,जिस तरह लाल रंग के कपड़े को देखकर सांड भड़क जाता है वैसे ही जयश्रीराम के भगवे झंडे को देखकर साँड़नी भड़क रही है 😁 बूझो कौन ? #WeStandWithPunalekar #TNNeedsHindi #SundayMorning #MamataFrustrated #RowdyBaby,1
8782,"ब्रेकिंग न्यूज़: भोपाल से दिग्विजय सिंह आगे चल रहे हैं। दस बारह लोग उनके पीछे चल रहे हैं, सब अपने घर को भाग रहे हैं मुंह छुपाने 😄😂 #ElectionResults2019 #Elections2019results #Electionsresults2019 #2019LokSabhaElections #Chowkidarnarendramodi #MainBhiChowkidar",1
8783,पहले कांग्रेसीयों को अटल जी खराब लगते थे! फिर आडवाणी जी आये तो अटल जी अच्छे लगने लगे ! मोदी जी आये तो आडवाणी जी अच्छे लगने लगे ! मै तो कहता हूं कि एक बार योगी जी को लाकर देख लो फिर मोदी जी तो बिल्कुल देवता लगने लगेगे 😂 #MainBhiChowkidar #CongressMuktBharat,1
8786,पप्पू कब पास होगा? सही जबाब देने वाले को फ़ॉलो बैक ! 😂😍,1
8787,"कोई हमसे पटता है कोई हमे पटा रहा है, ए खुदा तू नीचे आजा या मुझे ऊपर बुला रहा है 😡😂🤣",1
8789,भाजपा 2014 में नहीं जीतीे होती तो राहुल के जीजा ने तो अब तक अपना खुद का राज्य बना लिया होता जिसका नाम होता जीजांचल प्रदेश 😄😂,1
8791,लड़ रहे थे सब तो मैंने पूछ लिया कि बात क्या है भीड़ ने पलटकर मुझसे पूछ लिया कि तुम्हारी जात क्या है,1
8792,पुरुष प्रधान समाज में पुरुषोंं की हौड करते करते महिलाओंं की गलत दौड Shubham Patsariya amazing Interview on boys and girls community with Tark Sangat #Motivation #Motivated #Motivacion #inspiration #inspiring #Inspire #inspiracion #inspiringquotes #MotivationMonday,1
8794,"कांग्रेस के जितने भी सांसदों को टिकिट नहीं मिला, वो घबराएं नहीं। जिनको मिला वो भी क्या उखाड़ लेंगे! 😜😂",1
8796,"जब साल में मोदी ने कुछ किया ही नहीं है, तो सबकी फटः , फटतौ , फटतः फटमम् , फटमौ , फटताम्, फटेण , फटाभ्याम फटाम् क्यों हो रही है",1
8798,"अब्दुल कह रहा था यदि पत्थर पूजे हरि मिले तो मैं पूजूँ पहाड़, मैंने भी कह दिया यदि टोपी पहने खुदा मिले तो मैं ओढूं तिरपाल ? 😂ठीक है",1
8800,"कूकुर भौंके, कुतिया भौंके, भौंके पूरा विपक्ष 😜 खड़ा अकेले मोदी लड़ता। देश को करता स्वच्छ 😂 जोगीरा_सरारारा 😂",1
8801,"#लादेन जी, हफ़ीज़ शहीद जी, #ये आतंकवादी है या तुम्हारे जीजा जी?",1
8802,सर्जीकल सट्राईक भी ऑपरेशन जैसा है। डॉक्टर कामयाब बताता है। मरीज जगह दिखाने को तैयार नहीं। और बुद्धिमान स्थान देखना चाहते है।,1
8804,जब तक सोनिया जी नही रोयेगी तब तक मैं नही मानूंगी कि मसूद अजहर मर चुका है दिग्गी चाचा 🤣 #MasoodAzarIsDead,1
8807,पाकिस्तान कह रहा है कि कुछ भी नही हुआ। ऐसे में हिन्दुस्तान को फिर पकिस्तान में घुसकर कुछ नहीं करके जाना चाहिए 😀😁😂 #revenge #RevengeofPulwama #PulwamaRevenge,1
8808,सबूत मत मांग लियो तीतर बना देंगे लोग 😂,1
8809,पाकिस्तान वालों। कश्मीर मांगोगे तो चीर देंगे! और अगर राहुल गांधी मांगोगे तो केजरीवाल फ्री देंगे! 😂,1
8810,#बटवारा भी गजब का हुआ है सारे आतंकवादी उस तरफ उनके समर्थक इस तरफ #PulwamaAttack #PulwamaEncounter #Pulwama #PulwamaTerrorAttack #पुलवामा_घात #पुलवामा,1
8814,दिल टुकड़ो मे तब बिखर गया जब एक शहीद फौजी की माँ बोली साहब एक इंच कम होने पर आप आर्मी मे नही लेते मे एक फुट छोटी लाश कैसे लेलू #Pulwama #KashmirTerrorAttack #PulwamaAttack #पुलवामा_आतंकी_हमला #पुलवामा_हमला,1
8815,इमानदारी की चादर इतनी छोटी है कि पप्पू को ढको तो उसका जीजा नंगा हो जाता है और जीजा को धको तो पप्पू नंगा और दोनों को धको तो कांग्रेस 😀😁😂 #RahulGandhiChorHai #RobertVadra #CongressMuktBharat #AbkiBaar400Paar #नमो_अगेन #Namoagain,1
8816,राहुल गाँधी प्रियंका वाड्रा के लखनऊ रोड़ शो की एक झलक आप भी देखिए! 400 लोगो की भीड़ कंट्रोल करने के लिए पुलिस को करनी पड़ी भारी मशक्क।,1
8817,MBBS का लेटेस्ट फुल फॉर्म 👇 मंद बुद्धि बालक ऑफ सोनिया 😝😅😂😆,1
8818,आज प्रामिश डे है सब लोग प्रामिश करो कि मायावती के हाथी को ही वोट देगे 🌹🙏,1
8820,"दुनिया पलट जाए, कांग्रेस इधर से उधर हो जाये लेकिन बन्दा अपने काम मे लगा रहता है 😂",1
8822,अभी तक आप देख रहे थे धारावाहिक जीजाजी छत पर हैं अब देखेंगे जीजाजी जेल में हैं 😹😹😋😎🤣 #RobertVadra,1
8823,"मोमता दीदी तुम तो बोला था कि मोरने तक धोरना देगा, मोर गया क्या। ! 😂",1
8824,"पतत्कार अपने आप को कहते तो हो, पर अक्ल से भाजपा विरोधी गुलाम लगते हो। और शक्ल से काले कौए 😀😁😂",1
8825,ओले पड़ रहे हैं हमारे यहां 👇 किसी ने सिर मुंडाया हो तो जाओ 😝😅😂,1
8826,जो बीवी से करे प्यार 👇 वो बरतन मांजने से कैसे करे इनकार 😝😅😂😆😃 जनहित में जारी,1
8827,खुद के ट्वीट को करने में क्या शर्माना। चाचा नेहरू ने तो खुद को भारत रत्न दे दिया था 😝😅😂😆😃,1
8830,#चुनाव तो पहले हुआ करते थे? #अब तो मोदी रोको अभियान चल रहा है,1
8831,कांग्रेस होती तो वैलेंटाइन डे को 👇 नेहरू कन्या पटाओ दिवस के रूप मे मनाती 😝😂😆,1
8832,कुछ ऑटो वाले तो इतने दर्द भरे गाने बजाते हैं पैसेंजर को रास्ते में 2 3 बार सच्चा प्यार हो ही जाता है। ! 😝😅😂,1
8834,घोड़े की लात का मुम्बई की बरसात का कश्मीर के हालात का राहुल गांधी की बात का और चमचों की जात का कोई भरोसा नहीं_ 🤔🤓,1
8835,कल्पना कीजिए। मायावती भाषण दे रही हो। और पर्चा उड़ जाए। 😂,1
8837,कुंभ के शौचालयों मे से 74 टोंटी गायब। केस दर्ज। शक एक ही व्यक्ति पर जा रहा है 😃🤔,1
8838,ये जो पृथ्वी के 71%‌ हिस्से में फैला पानी है ना। ये तुम्हारे जैसे रोज ना नहाने वालों की ही मेहरबानी है। ! 😝😅😂😆,1
8839,"पप्पू की हालत 10 के सिक्के जैसी है जो बन्द तो नही हुआ, पर कोई भी उसको देखके यही बोलता है। ये तो नही चलेगा 😝😅😂😆😃😝😅😂",1
8844,शुक्र है इंदिरा जी की मृत्यु के समय प्रियंका जन्म ले चुकी थी वर्ना कांग्रेसी ये मान लेते कि इंदिरा जी का पुनर्जन्म हो गया है! 😝😂,1
8849,"यदि हनी सिंह, मीका और बादशाह जैसी प्रजाति के गायक और बढ़ गए तो आने वाले 10 साल बाद क्लासिक के नाम पर सिर्फ सिगरेट ही मिलेगी 😝😅😂",1
8850,मुझे अंतरिक्ष में भेजो मैं खुद जाकर गिनूंगा मोदी सरकार ने 104 सेटेलाइट छोड़े भी हैं या नहीं : कजरीवाल सड़ जी 😝😅😂😆😃😝,1
8851,मेरी सोसाइटी में एक गंदा सा कुत्ता है इधर उधर हग देता मैं उसे रोज़ मार मार कर भगाता हूँ लेकिन वो वापस सोसाइटी में घुसकर गंदगी फैला देता ये सब देख पत्नी ने मुझसे कहा क्यों उसे भगाते मारते हो ? वो अपने सोसाइटी का #शत्रुघ्न सिन्हा है उसे उसके हाल पर छोड़ दो #ठीक_है 😲😝,1
8853,"दुखद समाचार इजराईल और भारत के बीच एक अहम डील रद्द हो गई। PM बेंजामिन ने PM मोदी से कहा कि आप हमारे सारे हथियार लेलो लेकिन वो साइंटिस्ट हमे दे दो जो आलू से सोना और शिकंजी से कोकाकोला बनाता है मोदी जी ने डील कैंसल कर दी कहा कि एक ही तो रत्न है हमारे पास, उसे हम नही देंगे 😓😂",1
8857,अल हबीबी को कैसे पता चला कि पप्पू को कौनसा गिफ्ट देना है। ? 🤔👇😝😅😂😆😃😝 #पप्पू #राहुल_गांधी #राहुल #RahulGandhiInDubai,1
8866,शादियों का सीजन बन्द होने की वजह से जेब से 50 देकर गाजर का हलवा खाना पड़ा 😝😂😆,1
8868,आज धुंध इतनी है कि घर के बीचो बीच कोई खड़ा होकर चार सिगरेट फूँक ले तो किसी को कानों कान खबर ना लगे 😝😅😂😆😃😝😅😂,1
8870,सर्दियों में सूरज भी सरकारी दफ्तर का बाबू हो जाता है सुबह देर से आता है और शाम को जल्दी चला जाता है! 😝😅😂😆😝😅😂,1
8871,आज की बहू 👇 मेरा बच्चा सास संभाले उनका बच्चा मैं संभाल लुंगी 😝😅😂😆,1
8876,"हमारी रईसी की बराबरी तुम क्या करोगे, हम तो नहाते भी सबसे महंगी एशियन पेंट की 20 लीटर वाली बाल्टी से है। ! 😝😅😂😝😅😂",1
8879,"सन् 2050 में, कांग्रेस के वरिष्ठ नेता और पार्टी अध्यक्ष राहुल गांधी एक बार फिर PM बनने की अपनी उम्मीद टूटने के बाद अपना और अपने कार्यकर्ताओं का मनोबल बढ़ाने के लिए पत्रकारों को संबोधित करते हुए 😀😁😂 #rahulgandhi #राहुलगांधी #राहुल_गांधी #राहुल #पप्पू",1
8880,जिस बच्चे को कुछ बोलने से पहले पुरी बारात ट्युशन पढाती हैं वो बालक मोदी जी को बीस मिनट बहस करने की चुनौती दे रहा हैं ! 🤣,1
8881,सुबह उठकर लोग टूथपेस्ट तो पता नहीं 👇 लेकिन कॉपी पेस्ट जरूर करते हैं। ! 😝😅😂,1
8898,दुनिया के सारे मुस्लिम संगठन मिलकर हिंदूओ को हटाना चाहते हैं। और हिंदू मोदीजी को अफसोस #मोदी #2019Elections,1
8899,वैसे तो नहाने से कोई मरता नहीं 👇 लेकिन फिर भी रिस्क मत लेना आप 😝😅😂😆,1
8900,चीन को उसकी भाषा में आँख बंद करके जवाब देते राहुल गांधी 👇😝😅😂😆😃😝😅😂😆 #राहुल_गाँधी #rahul_gandhi,1
8901,"जो लड़ते थे कभी भेड़ियों की तरह उनमें अब संधि हो गई है! एक ईमानदार को मिटाने के लिए सारी सियासत नंगी हो गई! सबकी समस्या एक है, क्योंकि मोदी की नियत नेक है! #मोदी",1
8904,"आँख मारना है तो प्रिया प्रकाश की तरह मारो, । टिपिर टिपिर तो बाबा रामदेव भी करते है ! 😂😋",1
8908,"वोट भी देता हू, टैक्स भी देता हू और 90% लाकर भी बाहर ही रहता हू गरीब हू फिर भी सामान्य कहलाता हू सामान्य वर्ग से हू इसलिए जेल भी जाता हू #आरक्षण",1
8909,भारी नुकसान : Nancy Roy का हाथ कांपने की वजह से उसका आधा बिस्कुट चाय मे गिरा केंद्र सरकार से मुआवजे की मांग की 😝😅😂😆😃,1
8912,"ये डरा हुआ है या डरा रहा है, खुद ही देखे 👇 #NaseeruddinShah",1
8916,👊👊👊 कीचड़ था ही नहीं। कमल कैसे खिलता। अब कांग्रेस कीचड़ करेगी। फिर कमल खिलेगा। 😂,1
8918,"टी एस सिंहदेव जो कि 70 वर्षीय युवा हैं, साथ ही सरगुजा के महाराज भी हैं। ने छत्तीसगढ़ में शपथ लेते ही 49 वर्षीय बुजुर्ग राहुल गाँधी जी के चरण स्पर्श किये और राहुल बाबा को दिया हुआ गुलदस्ता मनमोहन जी को पकड़ाया ये होते हैं। मालिक और गुलामो वाले संस्कार",1
8919,अपनी पत्नी का नेट पैक कभी खत्म ना होने दें क्योंकि खाली दिमाग शैतान का घर होता है। ! सूचना समाप्त 😝😅😂😆😃😝😅😂,1
8920,"22 साल से मोदी साहब सत्ता में हैं, और राहुल गांधी राजनीति में है। दोनों की संपत्ति सार्वजनिक करा दो पता चल जायेगा चोर कौन। ? भारत माता की जय हिंदुस्तान जिन्दाबाद",1
8935,अगर आपको अपने मज़हबी नारे ही लगाने हैं मज़हबी कानून ही चलाना है तो फिर क्यों बेकार में सेक्यूलर होने का ढोंग रचना?,1
8936,"दंगे करवाएं केजरीवाल, शाहीन बाग के साथ खड़े होने की बाते करें केजरीवाल देश द्रोही हैं हम?",1
8937,अपने अमानती गुंडे को भेजकर बिठाओ तुम और उठाएँ दूसरे? तुम्हारा निर्वीर्य नायब शाहीन बाग के साथ खड़ा हूँ,1
8941,JNU में छात्रों पे हमले वाली रात मुझे रातभर नींद नही आई #अनिलकपूर: #अनिलकपूर मतलब जब काश्मीर पंडितों पर अत्याचार हो रहा था तब भी आप सो नहीं पाये होंगे?,1
8943,एक बाबरी टूटी थी मुसलमान आज तक भाजपा को वोट नहीं देता। लाखों मंदिर कांग्रेस ने तुड़वाए फिर भी हिंदू समझते नहीं ।,1
8977,"ओवैसी ने ट्रंप को जाहिल बताया, कहा उन्हें कुछ पता ही नहीं ! मतलब ट्रंप का इस्लामिक आतंकवाद वाला तीर काफी अंदर तक घुसा है",1
8979,"आप की गाड़ी तब तक प्रदुषण फैलाती है, जब तक आप प्रदुषण नियंत्रित प्रमाण पत्र नहीं बनवा लेते, उसके बाद तो गाड़ी ऑक्सिजन।",1
8994,"एक बार नब्ज जाँच लो साहब, कलाकार उम्दा है कहीं किरदार में ही न हो! 😐 😥 #SushantRajput",1
8998,पाक मीडिया का खुलासा: अगर PM मोदी जी की गाड़ी देर रात तक ऑफिस में होती है तो पाकिस्तान में हाई अलर्ट हो जाता है। इसे कहते हैं खौफ।,1
9003,"#RavishKumar ने अपने प्राइम टाइम । में #DelhiRiots के आरोपी सफूरा , नताशा और देवांगाना को विक्टिम साबित कर दिया। क्या इंसाफ है? ये भी साबित कर दिया कि दिल्ली पुलिस की FIR एक कलपित कहानी है जिसे नोबेल पुरस्कार मिले। हे भगवान मुझे इतना बुद्धजीवी क्यों नहीं बनाया?",1
