,Question,Ques_Id
1353,What does the husband express about his desire to have offspring?,1
1354,What does the daughter believe will happen if her father and brother die?,1
1355,What does the Rakshasa demand as his fee?,1
1356,What does the Brahmana say about the pursuit of wealth?,1
1357,What does the Brahmana say about performing acts that are cruel and censurable?,1
1358,What does the Brahmana say about abandoning or killing someone who seeks protection or death?,1
1359,What did the two sisters Kadru and Vinata lay a wager about?,1
1360,What did the robbers do upon entering the ascetic's asylum?,1
1361,What did the princes do when their ball fell into a well?,1
1362,What did the ascetic create that enveloped the whole region in darkness?,1
1363,What did the crocodile transform into when Arjuna dragged it to the land?,1
1364,What did the citizens who followed the Pandavas express their willingness to do?,1
1365,What did the citizens do after the Rishis and Siddhas disappeared?,1
1366,What did the citizens and country people say aloud about King Dhritarashtra and the exile of the Pandavas?,1
1367,What did the celestials request Prajapati to do?,1
1368,What did the celestials learn from Kacha?,1
1369,What did the celestial maiden desire from King Pratipa?,1
1370,What did the boat prepared by the trusted artificers represent for the Pandavas?,1
1371,"What did the Vasus, accompanied by their wives, find in the woods?",1
1372,What did the disguised snakes bring to the king as offerings?,1
1373,What did the Valakhilyas do after Kasyapa propitiated them?,1
1374,What did the Sadasyas tell the king in one voice?,1
1375,What did the Ritwiks do to measure the land for the sacrificial platform?,1
1376,What did the Rishis pray for in their sacrifice?,1
1377,What did the Rishis and gods do when they noticed the interruption of all ceremonies?,1
1378,What did the Rishis and gods do when they noticed the interruption of all ceremonies due to the loss of fire?,1
1379,What did the Rishi tell the narrator before he went away?,1
1380,What did the Rakshasa do when Bhima ignored him and continued eating?,1
1381,What did the deer say about the king's action being unworthy of his noble lineage?,1
1382,What did the god of fire say to the Rakshasa about the status of Puloma as Bhrigu’s wife? ,1
1383,What did the person sent by Vidura show the Pandavas on the banks of the Ganga?,1
1384,What did the king do when an insect appeared from the fruit he was eating?,1
1385,What did the other hero do when the assembled monarchs advanced for a fight?,1
1386,What did the motion of their ornaments and armour resemble?,1
1387,What did the mother see and bless the hawk for?,1
1388,What did the king see when he was in the woods?,1
1389,What did the king see on the bank of the sacred stream near the asylum?,1
1390,What did the king request from the maiden and how did he describe his feelings for her?,1
1391,What did the king of the Gandharvas state about his forest and his relationship with Kuvera?,1
1392,What did the king instruct his army to do while he went to meet the Rishi?,1
1393,What did the king ask the Brahmanas after thinking that Takshaka was already burnt?,1
1394,What did the gods advise the king to do?,1
1395,What did the incorporeal voice say about the dark-complexioned girl?,1
1396,What did the incarnated Asuras do on earth?,1
1397,What did the gods notice about their garlands and prowess?,1
1398,What did the gods do to alleviate their fears and protect the amrita?,1
1399,What did the gods do after gaining the victory?,1
1400,What did the gods ask the king to do?,1
1401,What did the gods ask Garuda to do?,1
1402,What did the gods and the Asuras use as a churning staff and a cord according to the text?,1
1403,What fate did the deer predict for the king and his wife?,1
1404,What gifts did King Drupada give to the Pandavas after the weddings?,1
1405,What are some benefits that one can gain from hearing or reciting this history?,1
1406,What happened after Santanu enjoyed domestic felicity for thirty-six years?,1
1407,What is the cord of virana roots?,1
1408,What is the content of the Santi Parva?,1
1409,What is the content of the Karna Parva?,1
1410,What is the composition of an Akshauhini?,1
1411,What is the Upanishad that Dwaipayana composed?,1
1412,What is the Pitris' request to Jaratkaru?,1
1413,What is the Pitris' advice to Jaratkaru?,1
1414,What is the Ocean?,1
1415,What is the Brahmana's view on the affection between a father and a son or a father and a daughter?,1
1416,What is the Brahmana's intention regarding his own life?,1
1417,"What is meant by ""the flame that is in thy viler parts shall alone eat of all things alike""?",1
1418,What is included in this history?,1
1419,What is described in the Sambhava Parva?,1
1420,What is described in the Anusasana Parva?,1
1421,What is compared to a tree in this text?,1
1422,What is Sakuntala's plea to Dushmanta regarding Truth?,1
1423,What is Jarita's dilemma regarding her children and their escape?,1
1424,What is Garuda described as in the text?,1
1425,What is Bharata?,1
1426,"What is the etymology of the name ""Jaratkaru""?",1
1427,What is the example given to Kunti about raising offspring through another person?,1
1428,What is the fifth Parva called and what does it contain?,1
1429,What is the name of the parva in which Arjuna won Draupadi for wife?,1
1430,What is the purpose of reading the Bharata according to Sauti?,1
1431,What is the purpose of composing the Mahabharata?,1
1432,What is the purpose of Vyasa's composition?,1
1433,What is the primordial being Isana?,1
1434,What is the plea or request made to Garuda in the text?,1
1435,What is the number of sections in the eighteenth Parva?,1
1436,What is the nature of the Mahabharata and what does it encompass?,1
1437,What is the name of the parva that describes the establishment of the grand hall by the Pandavas and their review of their retainers?,1
1438,What is the name of the great history composed by Krishna-Dwaipayana?,1
1439,"What is the first parva of the Bharata called, and what are the subsequent parvas mentioned after it?",1
1440,What is the name of the damsel and her association?,1
1441,What is the name of the Rishi that Samika sent his disciple to communicate with King Parikshit?,1
1442,What is the name of the Parva described in the text?,1
1443,What is the name of Dhritarashtra's firstborn son?,1
1444,What is the mystery which is threefold?,1
1445,What is the length of the Mahabharata?,1
1446,What is the last parva of Bharata history composed by Vyasa?,1
1447,What is the first parva of the Bharata history called?,1
1448,What is Astika's opinion about the Ritwiks (priests) and Sadasyas (members) participating in Janamejaya's sacrifice?,1
1449,"What is Ashtaka's question to Yayati, and what does he inquire about?",1
1450,What incidents are narrated in the Bhishma Parva?,1
1451,What happened to the female child when she stepped on the serpent?,1
1452,What happened when Garuda flew away with the elephant and tortoise?,1
1453,What happened when Garuda alighted upon a large branch of the banian tree?,1
1454,What happened when Duryodhana saw all of Pandu’s wealth at his Rajasuya sacrifice?,1
1455,What happened when Drona's son misused a weapon called Narayana against Pandavas ?,1
1456,What happened when Bhima fell from Kunti's lap?,1
1457,What happened to the snakes as they ascended towards the Sun?,1
1458,What happened to the kusa grass when it came into contact with the Amrita?,1
1459,What happened to the innocent Nishada woman and her children in the house of lac?,1
1460,What happened to the capital and the kingdom when there was a drought for twelve years?,1
1461,What happened when Parikshit became angry with a Rishi in the deep woods?,1
1462,What happened to the ascetic after the officers discovered the thieves and the stolen goods?,1
1463,What happened to the Rakshasa when he saw the infant Chyavana drop from his mother’s womb? ,1
1464,What happened to Vyushitaswa due to sexual excess?,1
1465,What happened to Vichitravirya after seven years of marriage?,1
1466,What happened to Purochana?,1
1467,A2: What is the history of Rama in Aranyaka Parva?,1
1468,What happened to Pandu as a result of his actions?,1
1469,What happened in the sky when the extraordinary words were heard?,1
1470,What happened when Garuda let fall the gigantic bough on the designated mountain?,1
1471,What happened when Parikshit became angry with a Rishi observing the vow of silence?,1
1472,What incidents are described in the Sauptika Parva?,1
1473,What happens in the Maushala Parva?,1
1474,What incident occurred before the commencement of the snake-sacrifice?,1
1475,What impressed the spectators while the princes were displaying their skill with bows and arrows?,1
1476,What history does Saunaka desire to hear from Sauti?,1
1477,What have those acquainted with the rules of morality declared regarding a wife's duty during her monthly season?,1
1478,What happens when a learned person dies in the woods while leading the Vanaprastha mode of life?,1
1479,What happens to those who try to avoid sending the fee to the Rakshasa?,1
1480,What happens to a person who constantly hears the recitation of the Introduction section of the Bharata?,1
1481,"What happens to a person after death, according to Yayati?",1
1482,What happens if a person devoted to Yoga does not attain success in one life?,1
1483,What happened when Parikshit followed a deer into the deep woods?,1
1484,"What happened when the sister of Vasuki approached her husband, the Muni, after her menstrual period?",1
1485,What happened when the king placed the insect on his neck?,1
1486,What happened when the gods returned to the heavens?,1
1487,"What happened when the cow of Vasishtha heard the word ""stay""?",1
1488,What happened when the citizens of Panchala joined the battle?,1
1489,What happened when the Muni threw himself into the river?,1
1490,What happened when Sunda and Upasunda were unable to resolve their claim over Tilottama?,1
1491,What happened when Paushya offered Utanka unclean food?,1
1492,What did the Rakshasa ask the god of fire repeatedly? ,1
1493,What did the Rakshasa ask Agni (the god of fire)?,1
1494,What did the Pitris tell Jaratkaru?,1
1495,What did the Pandavas tell Drona upon their return to the city?,1
1496,What did Duryodhana do when he saw the wealth of the Pandavas?,1
1497,What did Duryodhana do when he saw the Pandavas' wealth?,1
1498,What did Duryodhana build near the banks of the Ganga?,1
1499,What did Drona demand as the preceptorial fee from Arjuna?,1
1500,What did Drona ask from Rama when he heard that Rama was giving away his wealth?,1
1501,What did Drona ask Ekalavya to give as his fees?,1
1502,What did Dhritarashtra instruct the people to do in response to the death of the Pandavas?,1
1503,What did Dhritarashtra do when he heard the news of the success of the Pandavas?,1
1504,What did Devayani express to her father about offering adorations to Sarmishtha?,1
1505,What did Brahma say to Agni when he summoned him to his presence? ,1
1506,What did Brahma name the river that was formed by the tears of Pauloma? ,1
1507,What did Bhishma emphasize regarding the breach of truth by a Kshatriya?,1
1508,What did Bhishma do to the contending kings in the combat?,1
1509,What did Bhima share with his brothers after meeting them?,1
1510,What did Bhadra wish to do after Vyushitaswa's death?,1
1511,What did Bhadra vow to do after Vyushitaswa's death?,1
1512,What did Astika compare Janamejaya to?,1
1513,What did Aruni do to stop the breach in the water-course?,1
1514,What did Arjuna say to the daughter of the king of the Nagas after performing his sacrificial rites?,1
1515,What did Duryodhana invite the Pandavas to do at the banks of the Ganga?,1
1516,What did Duryodhana invite those who were intolerant of his actions to do?,1
1517,What did Duryodhana plan to do to Bhima?,1
1518,What did Hidimva and his sister plan to do after feasting on human flesh?,1
1519,What did Janamejaya want to know from his ministers?,1
1520,What did Janamejaya observe when Astika adored them?,1
1521,What did Janamejaya ask his ministers about his father's ascension to heaven?,1
1522,What did Indra say to Narayana after the gods and celestial beings went to him?,1
1523,What did Indra say about the king's dominion and its wealth?,1
1524,What did Indra say about the king and their relationship?,1
1525,What did Indra give the king for his gratification?,1
1526,What did Indra do when he saw Utanka's distress?,1
1527,What did Garuda encounter when he soared high into the air with the elephant and the tortoise?,1
1528,What did Ganesa agree to do in order to become the writer?,1
1529,What did Garuda encounter near the Soma?,1
1530,What did Garuda do to the Yakshas?,1
1531,What did Garuda do to enter the place where the Soma was?,1
1532,What did Garuda do after obtaining the Amrita?,1
1533,What did Garuda do after being addressed by his father?,1
1534,What did Garuda ask his mother Vinata regarding a Brahmana's form and behavior?,1
1535,What did Garuda ask Indra in return for his service?,1
1536,What did Ganga tell King Santanu about the child?,1
1537,What did Arjuna say about the king of Panchala?,1
1538,What did Arjuna express his need for in order to accomplish the task?,1
1539,What did Arjuna do when the lamp went out during his meal?,1
1540,What assurance did Astika give to Vasuki regarding the fulfillment of his resolve?,1
1541,What boon did Kadru ask from Kasyapa according to the text?,1
1542,What boon did Astika ask for from the snakes?,1
1543,What blessings and protections did Vinata invoke for Garuda before he embarked on his mission?,1
1544,What blessing did Kasyapa give to Garuda before he left for his mission?,1
1545,What benefits does a person receive by reading even one foot of the Bharata with belief?,1
1546,What attitude did king Pandu intend to maintain towards all creatures?,1
1547,What assurance does Hidimva give to Kunti regarding Bhima's return?,1
1548,What assurance did Sukra give to Yayati regarding the sin of begetting a half-breed?,1
1549,What assurance did Ashtaka give to Yayati in his presence?,1
1550,What boon did the maiden ask for?,1
1551,What aspects and qualities of Indra are praised in Kadru's prayer?,1
1552,What are the six kinds of sons mentioned in the religious institutes?,1
1553,What are the respective measurements of the elephant and the tortoise?,1
1554,What are the qualities and actions expected of a Brahmacharin?,1
1555,What are the benefits of hearing the Mahabharata?,1
1556,What are some of the topics discussed in this text?,1
1557,What are some of the Rajas mentioned in this text?,1
1558,What are some features described in this work?,1
1559,What boon did Santanu bestow upon Bhishma in response to his extraordinary act?,1
1560,What boon does Indra offer to Garuda?,1
1561,What did Arjuna do when the crocodile seized him?,1
1562,What condition did the maiden set for becoming the king's wife?,1
1563,What did Arjuna ask Drona in private regarding Ekalavya?,1
1564,What did Agni say was the consequence of a witness who misrepresented a fact of which he had knowledge? ,1
1565,What did Agni request from Krishna and Arjuna in order to consume the forest of Khandava?,1
1566,What did Agni request from Brahman (the Creator)?,1
1567,What did Agni give to Arjuna in the forest of Khandava?,1
1568,What did Agni do in response to Brahma's command?,1
1569,What decision did king Pandu make regarding his way of life?,1
1570,What consequence does Sukra declare for Brahmanas who drink wine?,1
1571,What condition did Jaratkaru set for marriage?,1
1572,What boon does Sesha ask from the Grandsire (Brahman)?,1
1573,What complaint did Devayani express to her father about Yayati?,1
1574,What command did Agnivesa give to Drona regarding the use of the celestial weapon?,1
1575,What claim did Sunda and Upasunda make regarding Tilottama?,1
1576,What celestial weapon did Drona receive from his preceptor Agnivesa?,1
1577,What caused the monarch to lose his senses and fall down?,1
1578,What caused disturbance in the waters of the Ocean?,1
1579,What caused Upamanyu's blindness?,1
1580,What boon was granted to Tilottama by the Supreme Deity?,1
1581,What did Jaratkaru ask Astika to do?,1
1582,What did Jaratkaru do to discharge his debt to his sires according to the text?,1
1583,What did Jaratkaru see when he was travelling over the world according to the text?,1
1584,What did Vasuki request from Astika to protect him and his brother?,1
1585,What did Vyasa tell Satyavati about the son the princess would bear?,1
1586,What did Vyasa recite during the intervals of the sacrifice?,1
1587,What did Viswamitra conclude about Brahmana prowess and Kshatriya prowess?,1
1588,What did Viswakarman create with great care?,1
1589,What did Vinata advise Garuda regarding slaying a Brahmana?,1
1590,What did Vidura say about the Pandavas' future battles?,1
1591,What did Vidura do to protect the Pandavas from the Kurus?,1
1592,What did Vidura address to Dhritarashtra?,1
1593,What did Vasuki hear the gods questioning the Grandsire (Brahma) about?,1
1594,What did Yayati advise regarding the dominions of Janamejaya's brothers?,1
1595,What did Upamanyu’s preceptor say to him when he took from him even the whole of what he obtained in alms? ,1
1596,What did Upamanyu’s preceptor say to him when he saw him in good condition of body? ,1
1597,What did Takshaka tell Kasyapa when they met on their way?,1
1598,What did Takshaka say when Kasyapa told him he was going with speed to cure the king after being bit by him?,1
1599,What did Takshaka do to deceive the king?,1
1600,What did Takshaka assume when Utanka tried to seize him?,1
1601,What did Sringin's father tell him after he cursed the king?,1
1602,What did Sringin's father say to him when he saw him in a rage?,1
1603,What did Vyushitaswa do after conquering the whole Earth?,1
1604,What did Yayati do during his time in the forest?,1
1605,What did Sringin do to express his anger and curse King Parikshit?,1
1606,What did king Vasu do when he saw a swift hawk resting near him?,1
1607,What did the Pandavas do after dinner at King Drupada's place?,1
1608,What did the Nagas fear would happen if they did not do their mother's bidding?,1
1609,What did the Nagas do to fulfill their mother's bidding?,1
1610,What did the Kshatriyas do when they discovered that a woman held an embryo in her thigh to perpetuate her husband's race?,1
1611,What did the Gandharva equate to fragments of the thunderbolt in terms of unslayability?,1
1612,What did the Danavas hurl down from the sky to harass the gods according to the text?,1
1613,What did the Brahmanas say Krishna might do at the Swayamvara?,1
1614,What did the Brahmanas do daily on the banks of the sacred stream?,1
1615,What did king Pandu say about desiring offspring?,1
1616,What did Yayati plan to do after his youth ended?,1
1617,What did Yudhishthira propose they do to deceive Purochana and Duryodhana?,1
1618,What did Yudhishthira promise Drona in return for recovering the ball?,1
1619,What did Yudhishthira offer to Narada upon his arrival?,1
1620,What did Yudhishthira do to be gifted with the power of maintaining dependent Brahmanas?,1
1621,What did Yayati vow to always do?,1
1622,What did Yayati suggest as the best way to worship and adore deities?,1
1623,What did Yayati promise Turvasu in return for taking his decrepitude?,1
1624,What did Yayati predict for Anu and his progeny as a consequence of refusing to take his decrepitude?,1
1625,What did Sringin do when he heard of the dead snake on his father's shoulder?,1
1626,What did Sringin curse the king with?,1
1627,What did Jaratkaru see when he was wandering over the earth?,1
1628,What did King Janamejaya instruct his mantra-knowing Brahmanas to do in order to destroy Takshaka?,1
1629,What did Krisa say to Sringin that caused him to become angry?,1
1630,What did King Yayati ask Devayani and Sarmishtha when he saw them in the woods?,1
1631,What did King Vasu ask a hawk to do for him when he became possessed with desire in the forest?,1
1632,What did King Uparichara do when he saw the swift hawk?,1
1633,What did King Santanu do after receiving the child from Ganga?,1
1634,What did King Parikshit do to Sringin's father?,1
1635,What did King Parikshit do in order to protect himself from Takshaka?,1
1636,What did King Janamejaya urge the Hotri to do when he became sorry about Takshaka?,1
1637,What did Kasyapa tell Garuda about the lake he saw?,1
1638,What did Krishna (Madhava) desire a weapon for?,1
1639,What did Karna express as his desire?,1
1640,What did Karna do when he got Bhima within his power?,1
1641,What did Kadru order her sons to do in order to practise a deception according to the text?,1
1642,What did Kadru do to Vinata after they both beheld the horse?,1
1643,What did Jarita's husband say about their sons before leaving?,1
1644,"What did Jaratkaru's husband, the ascetic, say to him when asked about offspring?",1
1645,What did Jaratkaru's fathers command him to do according to the text?,1
1646,What did Jaratkaru undertake on his journey?,1
1647,What did Krisa say to Sringin?,1
1648,What did Krishna and Arjuna do in the forest of Khandava?,1
1649,What did Sauti describe in the presence of the Rishis?,1
1650,What did Rama say to Vasudeva (Krishna) and why was he upset?,1
1651,What did Saunaka do after he came back to the place of sacrifice? ,1
1652,"What did Sarmishtha say about Kavya, according to Devayani?",1
1653,What did Sarmishtha request from Yayati?,1
1654,What did Sarama say to Janamejaya and his brothers when she arrived at the spot where they were at his long-extending sacrifice? ,1
1655,What did Santanu express to Devavrata regarding his melancholy state?,1
1656,What did Santanu believe to be the significance of having a son?,1
1657,What did Samika advise his son to do to conquer his passions?,1
1658,What did Rishi Utankas see when he entered Takshaka's abode - region of serpents?,1
1659,What did Parikshit do to express his anger towards the Rishi?,1
1660,"What did Krishna and Arjuna, who were none other than the Rishis Nara and Narayana of old, do when they met at Prabhasa?",1
1661,What did Parikshit do to Jaratkaru when he encountered him?,1
1662,What did Parikshit do to Jaratkaru that caused him to be angry?,1
1663,What did Parikshit do that caused him to be cursed by the Muni?,1
1664,What did Pandu feel when he beheld the scenery in the woods?,1
1665,What did Pandu command Kunti to do?,1
1666,What did Mandapala do with the four sons he begat upon the female bird Jarita?,1
1667,What did Kunti ask Vayu for?,1
1668,What did Krishna do with the alms they obtained during their eleemosynary visits?,1
1669,Why were the other monarchs alarmed after Bhima's feat?,1
